"kw.ep","kw.eBH","glm.ep","glm.eBH","taxon"
0.47816550708794,0.605112518850716,0.535150684725271,0.654155141601956,"Methylopila"
0.909209059982629,0.932620393907296,0.680218118740382,0.77330695686006,"Unclassified_Chitinophagaceae"
0.0745882714327354,0.154417387193248,0.064234693242439,0.136123360691229,"Peptoniphilus"
0.672440666844031,0.750985782246496,0.649770684640575,0.735676268897459,"Kribbella"
0.00216946823657708,0.0129576980759536,0.00822614062377277,0.0282595323860334,"Marmoricola"
0.0903011372014726,0.180231668777579,0.089215578548474,0.178941425716201,"Achromobacter"
0.525237086815472,0.625599190445861,0.314076022990677,0.430511086385652,"Unclassified_Simkaniaceae"
0.12126859281662,0.222870081199474,0.141159514917272,0.242145622827005,"Cytophaga"
0.0127887604043253,0.0487064167541603,0.0102376554558584,0.0374962994765166,"Unclassified_Acetobacteraceae"
0.169366076525415,0.303569069261061,0.236348672189544,0.371579526969236,"Bosea"
0.260547591866003,0.401507925977689,0.259694517640776,0.39019278619625,"Rhizorhapis"
0.242057348409035,0.383128735488958,0.263763605742081,0.403707815256467,"Sediminibacterium"
0.683789953008687,0.764596145161707,0.652348654874417,0.744816106615879,"Micromonospora"
0.000449378705434373,0.0046773249013321,0.000517480493503281,0.00361759094200283,"Unclassified_Micropepsaceae"
0.077440685027146,0.166435231666729,0.126744167734747,0.2290825557053,"Unclassified_Nocardioidaceae"
0.416757248203901,0.544035230383358,0.433710344007066,0.564066718866446,"Cellulomonas"
0.403932756395891,0.540737107908046,0.538978964287446,0.65380110449788,"Rhodococcus"
0.123680051061146,0.244418689855322,0.128426217443614,0.247291157401337,"Scytonema VB-61278"
0.00932930111933575,0.0375037313634568,0.0168558283651742,0.054378437417388,"Kineosporia"
0.320822351769475,0.4558508665805,0.344256284822979,0.479671745983121,"Granulicella"
0.174875472246909,0.311373441820347,0.356305012812961,0.484080809407619,"Unclassified_Xanthobacteraceae"
0.431816973661677,0.550459493571218,0.40229325940805,0.523935295123609,"Flexivirga"
0.518088796052255,0.6281633045689,0.486375280096365,0.600653796855803,"Truepera"
0.0828572399064083,0.186854791974175,0.127970509658177,0.229994290032959,"Solirubrobacter"
0.341121242814724,0.461237855098366,0.326440149177481,0.44500936573387,"Aetokthonos AEL04"
0.146906509642633,0.272190802562034,0.139064148659431,0.249991111286671,"Anaerococcus"
0.223223871772249,0.368932955367079,0.158130886249077,0.294938078516814,"Labrys"
0.00118989417691981,0.00883056854987257,0.000837977049777641,0.00515773870671431,"Unclassified_BIrii41"
0.0034410895235699,0.0174576822442185,0.00484412442848093,0.0190077772291866,"Thermoanaerobacterium"
0.789297818634996,0.847775592856464,0.888840151896397,0.921935329073854,"Unclassified_Comamonadaceae"
0.00134541588198861,0.0095592304243841,0.00951458029145379,0.032547535213701,"Brevundimonas"
0.0134107686103995,0.0428820681463104,0.00781653819977996,0.0267341100550735,"Finegoldia"
0.0210081382539995,0.068215870037761,0.0628785529072892,0.13560328127517,"Acidiphilium"
0.0427371265369141,0.112804096291238,0.0583659154341646,0.133722871802417,"Paracoccus"
0.000937846086421108,0.00735335871029517,0.00367066392079924,0.015822393087377,"Acidibacter"
0.0519050833620118,0.131149685820987,0.0965135900569661,0.192352879167486,"Dactylosporangium"
0.258455073971623,0.406300750345932,0.292596266903749,0.432874122852424,"Burkholderia-Caballeronia-Paraburkholderia"
0.571833668839923,0.67025385501558,0.500120183024413,0.617415957788789,"Pseudorhizobium"
0.033585189629599,0.0990203370970604,0.0710666489967611,0.153997599565004,"Novosphingobium"
