"Genus_full","Sample_ID","Row_scaled_rCLR","Genus"
"Acinetobacter","220604_02",0.212360623381072,"Acinetobacter"
"Chryseobacterium","220604_02",-0.416398219723147,"Chryseobacterium"
"Pseudomonas","220604_02",-0.616297075186782,"Pseudomonas"
"Unclassified_Bacteria","220604_04",-1.15272489415436,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220604_04",-0.67044026930038,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220604_04",-0.305529620226023,"Actinomycetospora"
"1174-901-12","220604_04",-0.413547818090681,"1174-901-12"
"Marmoricola","220604_04",-0.848646490910795,"Marmoricola"
"Unclassified_Caulobacteraceae","220604_04",-1.0537274533651,"Uncl. Caulobacteraceae"
"Mycobacterium","220604_04",-1.16082486707204,"Mycobacterium"
"Unclassified_Acetobacteraceae","220604_04",-0.802311613684965,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220604_04",-0.926595633843653,"Jatrophihabitans"
"Methylocella","220604_04",-0.917298631129565,"Methylocella"
"Conexibacter","220604_04",-0.978004613328226,"Conexibacter"
"Actinoplanes","220604_04",-1.00428015738391,"Actinoplanes"
"Pseudonocardia","220604_04",-0.828813112974006,"Pseudonocardia"
"Unclassified_67-14","220604_04",-0.606031023524988,"Uncl. 67-14"
"Corynebacterium","220604_04",0.594545718253909,"Corynebacterium"
"Caldalkalibacillus","220604_04",0.753028828719627,"Caldalkalibacillus"
"Nesterenkonia","220604_04",0.818341574752131,"Nesterenkonia"
"Unclassified_Bacillaceae","220604_04",1.03421570758497,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220604_04",1.12533878306048,"Uncl. Caloramatoraceae"
"Anoxybacillus","220604_04",0.865946984192879,"Anoxybacillus"
"Clostridium sensu stricto 12","220604_04",1.03575780070868,"Clostridium sensu stricto 12"
"Halomonas","220604_04",1.04878967903906,"Halomonas"
"Staphylococcus","220604_04",0.202402804805479,"Staphylococcus"
"Mycoplasma","220604_04",1.02234319795999,"Mycoplasma"
"Tumebacillus","220604_04",1.33764481116778,"Tumebacillus"
"Bacillus","220604_04",1.13304162823365,"Bacillus"
"Paracoccus","220604_04",0.97979263898294,"Paracoccus"
"Acinetobacter","220604_04",0.467554278561648,"Acinetobacter"
"Chryseobacterium","220604_04",-0.244321152277287,"Chryseobacterium"
"Pseudomonas","220604_04",-0.300859033470433,"Pseudomonas"
"Unclassified_Bacteria","220707_15",0.574263870001492,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_15",0.0758195154264028,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_15",-0.126553346670386,"Actinomycetospora"
"1174-901-12","220707_15",-0.0741655946393183,"1174-901-12"
"Marmoricola","220707_15",0.656994485426473,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_15",0.742016672912531,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_15",0.865248617585506,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_15",0.456190310692025,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_15",0.597395753404053,"Jatrophihabitans"
"Methylocella","220707_15",0.603127521109489,"Methylocella"
"Conexibacter","220707_15",0.715332297080705,"Conexibacter"
"Actinoplanes","220707_15",0.813927060387664,"Actinoplanes"
"Pseudonocardia","220707_15",0.501628399806968,"Pseudonocardia"
"Unclassified_67-14","220707_15",0.32998635230916,"Uncl. 67-14"
"Corynebacterium","220707_15",-1.04253203152314,"Corynebacterium"
"Caldalkalibacillus","220707_15",-1.16549354722117,"Caldalkalibacillus"
"Nesterenkonia","220707_15",-1.18719771731644,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_15",-1.26728358464869,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_15",-1.27548493444305,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_15",-1.20021354990665,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_15",-1.25941290940122,"Clostridium sensu stricto 12"
"Halomonas","220707_15",-1.25613587720059,"Halomonas"
"Staphylococcus","220707_15",-0.736352237914334,"Staphylococcus"
"Mycoplasma","220707_15",-1.00235016700507,"Mycoplasma"
"Tumebacillus","220707_15",-1.19199677274384,"Tumebacillus"
"Bacillus","220707_15",-1.27598452702123,"Bacillus"
"Paracoccus","220707_15",-0.779218084416142,"Paracoccus"
"Acinetobacter","220707_15",-0.625703203925893,"Acinetobacter"
"Chryseobacterium","220707_15",0.490399551178427,"Chryseobacterium"
"Pseudomonas","220707_15",0.351827190195873,"Pseudomonas"
"Unclassified_Bacteria","220707_19",1.38859700151209,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_19",0.69571910349042,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_19",0.185723132714731,"Actinomycetospora"
"1174-901-12","220707_19",0.333911370276585,"1174-901-12"
"Marmoricola","220707_19",0.919530167464498,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_19",1.21009004523654,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_19",1.37211830946064,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_19",0.849450548814162,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_19",1.02506243476454,"Jatrophihabitans"
"Methylocella","220707_19",1.01188975809275,"Methylocella"
"Conexibacter","220707_19",1.10100350014768,"Conexibacter"
"Actinoplanes","220707_19",1.14483517450622,"Actinoplanes"
"Pseudonocardia","220707_19",0.886424957596127,"Pseudonocardia"
"Unclassified_67-14","220707_19",0.578354241891878,"Uncl. 67-14"
"Corynebacterium","220707_19",-0.887091472674898,"Corynebacterium"
"Caldalkalibacillus","220707_19",-0.978520838526065,"Caldalkalibacillus"
"Nesterenkonia","220707_19",-1.05282858791391,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_19",-1.35792646323944,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_19",-1.45970053640698,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_19",-1.10700473100551,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_19",-1.33746915821221,"Clostridium sensu stricto 12"
"Halomonas","220707_19",-1.34577964078462,"Halomonas"
"Staphylococcus","220707_19",-0.184335758222838,"Staphylococcus"
"Mycoplasma","220707_19",-1.19904456128621,"Mycoplasma"
"Tumebacillus","220707_19",-1.74750227120974,"Tumebacillus"
"Bacillus","220707_19",-1.5000219089896,"Bacillus"
"Paracoccus","220707_19",-1.10792417986625,"Paracoccus"
"Acinetobacter","220707_19",-0.433900223817474,"Acinetobacter"
"Chryseobacterium","220707_19",0.528044511896793,"Chryseobacterium"
"Pseudomonas","220707_19",0.602758522781655,"Pseudomonas"
"Unclassified_Bacteria","220707_11",0.960081831135642,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_11",0.875899085613517,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_11",0.699036841966731,"Actinomycetospora"
"1174-901-12","220707_11",0.759838455869028,"1174-901-12"
"Marmoricola","220707_11",0.756812975475247,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_11",0.864406878799573,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_11",0.863158244929615,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_11",0.8329171570766,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_11",0.85293952096595,"Jatrophihabitans"
"Methylocella","220707_11",0.843149434292329,"Methylocella"
"Conexibacter","220707_11",0.825247696644028,"Conexibacter"
"Actinoplanes","220707_11",0.783152033939853,"Actinoplanes"
"Pseudonocardia","220707_11",0.830110578395322,"Pseudonocardia"
"Unclassified_67-14","220707_11",0.741344350825067,"Uncl. 67-14"
"Corynebacterium","220707_11",0.17012712440676,"Corynebacterium"
"Caldalkalibacillus","220707_11",-0.103921875815321,"Caldalkalibacillus"
"Nesterenkonia","220707_11",-0.171102165931368,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_11",-0.29042968320944,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_11",-0.398617389396003,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_11",-0.221482174149865,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_11",-0.333065466675971,"Clostridium sensu stricto 12"
"Halomonas","220707_11",-0.361151402121032,"Halomonas"
"Staphylococcus","220707_11",0.0587467372843859,"Staphylococcus"
"Mycoplasma","220707_11",-0.652535241853502,"Mycoplasma"
"Tumebacillus","220707_11",-0.619411920110501,"Tumebacillus"
"Bacillus","220707_11",-0.355379626737579,"Bacillus"
"Paracoccus","220707_11",-0.78656026742015,"Paracoccus"
"Acinetobacter","220707_11",-0.402079691940765,"Acinetobacter"
"Chryseobacterium","220707_11",-0.372226382222983,"Chryseobacterium"
"Pseudomonas","220707_11",-0.250604907884013,"Pseudomonas"
"Unclassified_Bacteria","220707_14",0.94785725145056,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_14",1.02046879203996,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_14",1.00928532175973,"Actinomycetospora"
"1174-901-12","220707_14",1.02428858565219,"1174-901-12"
"Marmoricola","220707_14",1.10757108382876,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_14",1.09902870161943,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_14",1.04894985140462,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_14",1.13575939977767,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_14",1.12850541843191,"Jatrophihabitans"
"Methylocella","220707_14",1.12846584999761,"Methylocella"
"Conexibacter","220707_14",1.10934070902069,"Conexibacter"
"Actinoplanes","220707_14",1.07731099764281,"Actinoplanes"
"Pseudonocardia","220707_14",1.13545571997063,"Pseudonocardia"
"Unclassified_67-14","220707_14",1.1173384438501,"Uncl. 67-14"
"Corynebacterium","220707_14",0.243358378352973,"Corynebacterium"
"Caldalkalibacillus","220707_14",-0.291796472292218,"Caldalkalibacillus"
"Nesterenkonia","220707_14",-0.36385425597439,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_14",-0.35836643833254,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_14",-0.467653176758283,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_14",-0.416442647779415,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_14",-0.451272703548101,"Clostridium sensu stricto 12"
"Halomonas","220707_14",-0.492637424836875,"Halomonas"
"Staphylococcus","220707_14",-0.381203854176505,"Staphylococcus"
"Mycoplasma","220707_14",-0.951429579464574,"Mycoplasma"
"Tumebacillus","220707_14",-0.519630605684529,"Tumebacillus"
"Bacillus","220707_14",-0.34719673324472,"Bacillus"
"Paracoccus","220707_14",-1.08849660444151,"Paracoccus"
"Acinetobacter","220707_14",-0.895708488006209,"Acinetobacter"
"Chryseobacterium","220707_14",-0.771394936722926,"Chryseobacterium"
"Pseudomonas","220707_14",-0.744455110744824,"Pseudomonas"
"Unclassified_Bacteria","220707_20",0.220961172240756,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_20",0.162948351835837,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_20",0.523831564091319,"Actinomycetospora"
"1174-901-12","220707_20",0.414658056092401,"1174-901-12"
"Marmoricola","220707_20",1.55353434962286,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_20",1.2404816796822,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_20",1.23270137038704,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_20",1.13140431424877,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_20",1.2036230040693,"Jatrophihabitans"
"Methylocella","220707_20",1.24546508319345,"Methylocella"
"Conexibacter","220707_20",1.38219515609139,"Conexibacter"
"Actinoplanes","220707_20",1.54903938369637,"Actinoplanes"
"Pseudonocardia","220707_20",1.19429525592415,"Pseudonocardia"
"Unclassified_67-14","220707_20",1.25303970870426,"Uncl. 67-14"
"Corynebacterium","220707_20",-1.07678671315385,"Corynebacterium"
"Caldalkalibacillus","220707_20",-1.92660858253211,"Caldalkalibacillus"
"Nesterenkonia","220707_20",-1.93830160606848,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_20",-1.58688012900792,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_20",-1.55273345455435,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_20",-1.93863748265774,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_20",-1.71760123530743,"Clostridium sensu stricto 12"
"Halomonas","220707_20",-1.74335478211612,"Halomonas"
"Staphylococcus","220707_20",-2.28568738212512,"Staphylococcus"
"Mycoplasma","220707_20",-1.84406101042862,"Mycoplasma"
"Tumebacillus","220707_20",-0.824494804739554,"Tumebacillus"
"Bacillus","220707_20",-1.3284903543302,"Bacillus"
"Paracoccus","220707_20",-1.53103043533773,"Paracoccus"
"Acinetobacter","220707_20",-2.12264612252478,"Acinetobacter"
"Chryseobacterium","220707_20",-0.516949210403684,"Chryseobacterium"
"Pseudomonas","220707_20",-1.03297377714945,"Pseudomonas"
"Unclassified_Bacteria","220707_12",1.03047605282044,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_12",0.810136715431711,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_12",0.735516509377793,"Actinomycetospora"
"1174-901-12","220707_12",0.761905284778368,"1174-901-12"
"Marmoricola","220707_12",1.34737158209112,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_12",1.35019174283378,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_12",1.37846243724868,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_12",1.21140729101311,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_12",1.29011514065658,"Jatrophihabitans"
"Methylocella","220707_12",1.29802666810981,"Methylocella"
"Conexibacter","220707_12",1.35997809391225,"Conexibacter"
"Actinoplanes","220707_12",1.40865322987283,"Actinoplanes"
"Pseudonocardia","220707_12",1.24284340307591,"Pseudonocardia"
"Unclassified_67-14","220707_12",1.14441557311337,"Uncl. 67-14"
"Corynebacterium","220707_12",-0.504781046083748,"Corynebacterium"
"Caldalkalibacillus","220707_12",-1.06317188556828,"Caldalkalibacillus"
"Nesterenkonia","220707_12",-1.12915746264503,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_12",-1.12711400148592,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_12",-1.20791301673575,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_12",-1.17484737484392,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_12",-1.2064466720831,"Clostridium sensu stricto 12"
"Halomonas","220707_12",-1.23811285641836,"Halomonas"
"Staphylococcus","220707_12",-0.940857491383976,"Staphylococcus"
"Mycoplasma","220707_12",-1.45133675682425,"Mycoplasma"
"Tumebacillus","220707_12",-1.11665529238458,"Tumebacillus"
"Bacillus","220707_12",-1.09348288718453,"Bacillus"
"Paracoccus","220707_12",-1.39619210751935,"Paracoccus"
"Acinetobacter","220707_12",-1.24102935466513,"Acinetobacter"
"Chryseobacterium","220707_12",-0.364851712094025,"Chryseobacterium"
"Pseudomonas","220707_12",-0.479328968932465,"Pseudomonas"
"Unclassified_Bacteria","220707_13",1.06830341457607,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_13",0.916258411459402,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_13",0.855289259171632,"Actinomycetospora"
"1174-901-12","220707_13",0.879938356153566,"1174-901-12"
"Marmoricola","220707_13",1.3617589330587,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_13",1.36122095039502,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_13",1.3693989753777,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_13",1.26286801823488,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_13",1.3224262433943,"Jatrophihabitans"
"Methylocella","220707_13",1.32864518708993,"Methylocella"
"Conexibacter","220707_13",1.37189537321594,"Conexibacter"
"Actinoplanes","220707_13",1.40122868077387,"Actinoplanes"
"Pseudonocardia","220707_13",1.28741576389194,"Pseudonocardia"
"Unclassified_67-14","220707_13",1.20556656501388,"Uncl. 67-14"
"Corynebacterium","220707_13",-0.328069157621253,"Corynebacterium"
"Caldalkalibacillus","220707_13",-0.913797438452506,"Caldalkalibacillus"
"Nesterenkonia","220707_13",-0.985355635204197,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_13",-0.981820517816767,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_13",-1.07522814504604,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_13",-1.03564257994435,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_13",-1.06973193056258,"Clostridium sensu stricto 12"
"Halomonas","220707_13",-1.10597902066811,"Halomonas"
"Staphylococcus","220707_13",-0.843483245559453,"Staphylococcus"
"Mycoplasma","220707_13",-1.3999879216622,"Mycoplasma"
"Tumebacillus","220707_13",-1.01750117804789,"Tumebacillus"
"Bacillus","220707_13",-0.952142698443523,"Bacillus"
"Paracoccus","220707_13",-1.39457701738846,"Paracoccus"
"Acinetobacter","220707_13",-1.22056398767897,"Acinetobacter"
"Chryseobacterium","220707_13",-0.49970330224612,"Chryseobacterium"
"Pseudomonas","220707_13",-0.58226632254678,"Pseudomonas"
"Unclassified_Bacteria","220707_17",0.178851316558101,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_17",0.327794079630796,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_17",0.698543186638606,"Actinomycetospora"
"1174-901-12","220707_17",0.592107242992891,"1174-901-12"
"Marmoricola","220707_17",1.2891186220926,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_17",0.996522271028989,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_17",0.934407378650024,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_17",1.01795637871378,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_17",1.02493099328829,"Jatrophihabitans"
"Methylocella","220707_17",1.05756158794136,"Methylocella"
"Conexibacter","220707_17",1.12606969747228,"Conexibacter"
"Actinoplanes","220707_17",1.22173970238838,"Actinoplanes"
"Pseudonocardia","220707_17",1.05354650487095,"Pseudonocardia"
"Unclassified_67-14","220707_17",1.16086482272577,"Uncl. 67-14"
"Corynebacterium","220707_17",-0.461679529295944,"Corynebacterium"
"Caldalkalibacillus","220707_17",-1.23765925806506,"Caldalkalibacillus"
"Nesterenkonia","220707_17",-1.2550094728976,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_17",-0.933025981834277,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_17",-0.92527971011943,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_17",-1.26189623438538,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_17",-1.06442189690518,"Clostridium sensu stricto 12"
"Halomonas","220707_17",-1.09591201147996,"Halomonas"
"Staphylococcus","220707_17",-1.71115137468177,"Staphylococcus"
"Mycoplasma","220707_17",-1.37084274786851,"Mycoplasma"
"Tumebacillus","220707_17",-0.362505071286924,"Tumebacillus"
"Bacillus","220707_17",-0.713007681488047,"Bacillus"
"Paracoccus","220707_17",-1.22184033387692,"Paracoccus"
"Acinetobacter","220707_17",-1.72711487613994,"Acinetobacter"
"Chryseobacterium","220707_17",-0.773940874999877,"Chryseobacterium"
"Pseudomonas","220707_17",-1.14594801596174,"Pseudomonas"
"Unclassified_Bacteria","220707_16",0.659821924287745,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_16",0.798452467283057,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_16",1.07557105468781,"Actinomycetospora"
"1174-901-12","220707_16",1.00207006973987,"1174-901-12"
"Marmoricola","220707_16",1.61421360273748,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_16",1.38390394067512,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_16",1.31287592254895,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_16",1.4108335513196,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_16",1.41701148125766,"Jatrophihabitans"
"Methylocella","220707_16",1.44266300857779,"Methylocella"
"Conexibacter","220707_16",1.48968361219228,"Conexibacter"
"Actinoplanes","220707_16",1.55065114526689,"Actinoplanes"
"Pseudonocardia","220707_16",1.43994160883478,"Pseudonocardia"
"Unclassified_67-14","220707_16",1.5086257075698,"Uncl. 67-14"
"Corynebacterium","220707_16",-0.265567801067731,"Corynebacterium"
"Caldalkalibacillus","220707_16",-1.15881604348447,"Caldalkalibacillus"
"Nesterenkonia","220707_16",-1.2111984940783,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_16",-0.959391772877542,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_16",-1.01143423938245,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_16",-1.24482511780529,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_16",-1.11092755806499,"Clostridium sensu stricto 12"
"Halomonas","220707_16",-1.15730531559882,"Halomonas"
"Staphylococcus","220707_16",-1.56207425584271,"Staphylococcus"
"Mycoplasma","220707_16",-1.60659999696869,"Mycoplasma"
"Tumebacillus","220707_16",-0.596665666502642,"Tumebacillus"
"Bacillus","220707_16",-0.78191167503807,"Bacillus"
"Paracoccus","220707_16",-1.55552548058631,"Paracoccus"
"Acinetobacter","220707_16",-1.84320601840654,"Acinetobacter"
"Chryseobacterium","220707_16",-0.996814216808004,"Chryseobacterium"
"Pseudomonas","220707_16",-1.27760910847975,"Pseudomonas"
"Unclassified_Bacteria","220707_18",0.357686510439323,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220707_18",0.798598746603521,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220707_18",1.31739309951589,"Actinomycetospora"
"1174-901-12","220707_18",1.17644064945827,"1174-901-12"
"Marmoricola","220707_18",1.67076777557212,"Marmoricola"
"Unclassified_Caulobacteraceae","220707_18",1.28901973437387,"Uncl. Caulobacteraceae"
"Mycobacterium","220707_18",1.13646401282256,"Mycobacterium"
"Unclassified_Acetobacteraceae","220707_18",1.46585184900921,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220707_18",1.40362698086607,"Jatrophihabitans"
"Methylocella","220707_18",1.43853455019134,"Methylocella"
"Conexibacter","220707_18",1.45575757041809,"Conexibacter"
"Actinoplanes","220707_18",1.50500606247594,"Actinoplanes"
"Pseudonocardia","220707_18",1.48520799793883,"Pseudonocardia"
"Unclassified_67-14","220707_18",1.68239306536444,"Uncl. 67-14"
"Corynebacterium","220707_18",0.0710696580109313,"Corynebacterium"
"Caldalkalibacillus","220707_18",-1.00516491209591,"Caldalkalibacillus"
"Nesterenkonia","220707_18",-1.04710774936048,"Nesterenkonia"
"Unclassified_Bacillaceae","220707_18",-0.635165017929115,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220707_18",-0.671214361964493,"Uncl. Caloramatoraceae"
"Anoxybacillus","220707_18",-1.07239521434443,"Anoxybacillus"
"Clostridium sensu stricto 12","220707_18",-0.832045857511761,"Clostridium sensu stricto 12"
"Halomonas","220707_18",-0.888432281428078,"Halomonas"
"Staphylococcus","220707_18",-1.7951260924826,"Staphylococcus"
"Mycoplasma","220707_18",-1.53128505695989,"Mycoplasma"
"Tumebacillus","220707_18",-0.0848169019958599,"Tumebacillus"
"Bacillus","220707_18",-0.372203404220073,"Bacillus"
"Paracoccus","220707_18",-1.52660058540148,"Paracoccus"
"Acinetobacter","220707_18",-2.09618159383607,"Acinetobacter"
"Chryseobacterium","220707_18",-1.47069129534661,"Chryseobacterium"
"Pseudomonas","220707_18",-1.82205073289775,"Pseudomonas"
"Unclassified_Bacteria","220708_10",-0.894245417074393,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_10",-2.115527192114,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_10",-2.47884953513892,"Actinomycetospora"
"1174-901-12","220708_10",-2.41369065549255,"1174-901-12"
"Marmoricola","220708_10",-0.935865389192348,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_10",-0.770754850192731,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_10",-0.398993288388007,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_10",-1.46817192196288,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_10",-1.14614173124681,"Jatrophihabitans"
"Methylocella","220708_10",-1.12947705963169,"Methylocella"
"Conexibacter","220708_10",-0.835068968948254,"Conexibacter"
"Actinoplanes","220708_10",-0.537163029951324,"Actinoplanes"
"Pseudonocardia","220708_10",-1.36486439969949,"Pseudonocardia"
"Unclassified_67-14","220708_10",-1.6800984238138,"Uncl. 67-14"
"Corynebacterium","220708_10",-2.862253660049,"Corynebacterium"
"Caldalkalibacillus","220708_10",-2.01024357563026,"Caldalkalibacillus"
"Nesterenkonia","220708_10",-1.89538677604006,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_10",-2.03910852846349,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_10",-1.80719500649416,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_10",-1.80472579059087,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_10",-1.82773362889702,"Clostridium sensu stricto 12"
"Halomonas","220708_10",-1.73062886562813,"Halomonas"
"Staphylococcus","220708_10",-0.942130918035459,"Staphylococcus"
"Mycoplasma","220708_10",-0.174921977007518,"Mycoplasma"
"Tumebacillus","220708_10",-1.43624663341532,"Tumebacillus"
"Bacillus","220708_10",-2.05490677788654,"Bacillus"
"Paracoccus","220708_10",0.637474537791736,"Paracoccus"
"Acinetobacter","220708_10",0.46492241630547,"Acinetobacter"
"Chryseobacterium","220708_10",2.71290830935204,"Chryseobacterium"
"Pseudomonas","220708_10",2.30468871255989,"Pseudomonas"
"Unclassified_Bacteria","220708_01",0.674561921564695,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_01",0.617185662817685,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_01",0.448806863869973,"Actinomycetospora"
"1174-901-12","220708_01",0.504982767419876,"1174-901-12"
"Marmoricola","220708_01",0.383121743883205,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_01",0.495499117002685,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_01",0.496105516388315,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_01",0.482983998498197,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_01",0.49041163055875,"Jatrophihabitans"
"Methylocella","220708_01",0.478809227120164,"Methylocella"
"Conexibacter","220708_01",0.451606881611315,"Conexibacter"
"Actinoplanes","220708_01",0.403537077493772,"Actinoplanes"
"Pseudonocardia","220708_01",0.474370024659779,"Pseudonocardia"
"Unclassified_67-14","220708_01",0.402766932730936,"Uncl. 67-14"
"Corynebacterium","220708_01",0.234478930137035,"Corynebacterium"
"Caldalkalibacillus","220708_01",0.127551398895194,"Caldalkalibacillus"
"Nesterenkonia","220708_01",0.0800408009862241,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_01",-0.0449740665543337,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_01",-0.127091468026575,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_01",0.0435137821725702,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_01",-0.061625496691163,"Clostridium sensu stricto 12"
"Halomonas","220708_01",-0.0791565161647753,"Halomonas"
"Staphylococcus","220708_01",0.286679221488289,"Staphylococcus"
"Mycoplasma","220708_01",-0.277918679332878,"Mycoplasma"
"Tumebacillus","220708_01",-0.365623007061712,"Tumebacillus"
"Bacillus","220708_01",-0.12011577233674,"Bacillus"
"Paracoccus","220708_01",-0.407773020067459,"Paracoccus"
"Acinetobacter","220708_01",-0.0642230710405073,"Acinetobacter"
