"Genus","Prevalence","Prevalence_samples","Mean_relative_abundance","Retained"
"Unclassified_Methylopilaceae",0.0638297872340425,3,8.95035437982897e-05,FALSE
"Iamia",0.51063829787234,24,0.000383327276840788,TRUE
"Erwinia",0.0212765957446809,1,4.23179145305879e-05,FALSE
"Kosakonia",0.0851063829787234,4,0.000179063777700998,FALSE
"Parviterribacter",0.319148936170213,15,0.00014327327233273,TRUE
"Unclassified_Streptomycetaceae",0.127659574468085,6,6.63107303161695e-05,FALSE
"Unclassified_Lactobacillaceae",0.0638297872340425,3,0.000178771271198964,FALSE
"Rathayibacter",0.0638297872340425,3,0.000107367234005911,FALSE
"Unclassified_Rhodospirillaceae",0.106382978723404,5,9.32209037657536e-05,FALSE
"Taibaiella",0.531914893617021,25,0.000441370254918185,TRUE
"Altererythrobacter",0.446808510638298,21,0.000404443136693711,TRUE
"Unclassified_SM2D12",0.638297872340426,30,0.00066200294648724,TRUE
"Diaminobutyricimonas",0.106382978723404,5,9.36581350771835e-05,FALSE
"Unclassified_Paraspirulinaceae",0.0425531914893617,2,7.04816873937898e-05,FALSE
"PMMR1",0.170212765957447,8,0.000176169275140339,FALSE
"Odoribacter",0.0638297872340425,3,4.21435075401593e-05,FALSE
"Cloacibacterium",0.106382978723404,5,0.00023594964839873,FALSE
"Reyranella",0.340425531914894,16,0.000165531715549059,TRUE
"Kitasatospora",0.106382978723404,5,0.000181556470487514,FALSE
"Turicella",0.0425531914893617,2,9.32228097733102e-05,FALSE
"Lachnospiraceae AC2044 group",0.0212765957446809,1,2.97906326921984e-05,FALSE
"Methylovirgula",0.0851063829787234,4,4.11005791346777e-05,FALSE
"Afipia",0.191489361702128,9,0.000110535618801373,FALSE
"Flexibacter",0.0851063829787234,4,7.81218589967501e-05,FALSE
"Erysipelatoclostridium",0.106382978723404,5,0.000100827726365694,FALSE
"Bdellovibrio",0.723404255319149,34,0.000576618317497046,TRUE
"Gardnerella",0.0212765957446809,1,5.90848829817423e-05,FALSE
"Gaiella",0.382978723404255,18,0.000309337623500951,TRUE
"Pedomicrobium",0.468085106382979,22,0.000317918087941331,TRUE
"Unclassified_Erysipelatoclostridiaceae",0.0638297872340425,3,4.08358595775131e-05,FALSE
"Hyphomicrobium",0.51063829787234,24,0.000579145785177885,TRUE
"Aliterella",0.127659574468085,6,0.000185756579368316,FALSE
"Unclassified_cvE6",0.170212765957447,8,0.000112391230441441,FALSE
"Erythrobacter",0.0425531914893617,2,4.6737273613664e-05,FALSE
"Unclassified_Blastocatellaceae",0.404255319148936,19,0.000314705068611919,TRUE
"OM27 clade",0.212765957446809,10,9.07138524034353e-05,TRUE
"Unclassified_Ruminococcaceae",0.106382978723404,5,8.28459988878159e-05,FALSE
"Alcanivorax",0.0425531914893617,2,1.26838305535035e-05,FALSE
"Agaricicola",0.0638297872340425,3,5.99101837102071e-05,FALSE
"Fictibacillus",0.0638297872340425,3,2.53332306076064e-05,FALSE
"Lautropia",0.0425531914893617,2,5.73282490870123e-05,FALSE
"Unclassified_Nocardiaceae",0.170212765957447,8,9.81314734190444e-05,FALSE
"Minicystis",0.0425531914893617,2,4.12141984152345e-05,FALSE
"Unclassified_Gemmataceae",0.74468085106383,35,0.00143209232359164,TRUE
"Rhodovarius",0.0638297872340425,3,5.90620900244358e-05,FALSE
"Chryseomicrobium",0.0425531914893617,2,3.31838033136902e-05,FALSE
"Raoultibacter",0.0425531914893617,2,3.94891714172008e-05,FALSE
"Rudanella",0.0638297872340425,3,2.95123424142823e-05,FALSE
"Anaerosinus",0.0638297872340425,3,8.17887167463916e-05,FALSE
"Unclassified_Thermoactinomycetaceae",0.0212765957446809,1,1.10829568256267e-05,FALSE
"Geobacillus",0.234042553191489,11,9.01248421383056e-05,TRUE
"Unclassified_Cyclobacteriaceae",0.0212765957446809,1,1.0993578141549e-05,FALSE
"Luteimonas",0.234042553191489,11,0.000224447252862862,TRUE
"Sporomusa",0.148936170212766,7,7.35003904689636e-05,FALSE
"Puia",0.297872340425532,14,0.00029577675423963,TRUE
"Peptostreptococcus",0.0638297872340425,3,8.20024620086047e-05,FALSE
"Lactiplantibacillus",0.0212765957446809,1,1.08148207733938e-05,FALSE
"Unclassified_Methylomonadaceae",0.0638297872340425,3,7.39846632478789e-05,FALSE
"Polyangium",0.106382978723404,5,6.34743438120996e-05,FALSE
"Filimonas",0.191489361702128,9,0.000117622856944895,FALSE
"Unclassified_UBA12411",0.0212765957446809,1,2.87172957458003e-05,FALSE
"Unclassified_Clostridiaceae",0.191489361702128,9,0.000167901328190183,FALSE
"possible genus 04",0.127659574468085,6,6.70441067931622e-05,FALSE
"Arboricoccus",0.106382978723404,5,8.88209449166381e-05,FALSE
"Sanguibacter-Flavimobilis",0.0851063829787234,4,8.18078820282004e-05,FALSE
"Unclassified_Erysipelotrichaceae",0.0851063829787234,4,8.65898339777285e-05,FALSE
"Lysinibacillus",0.127659574468085,6,0.000118381975396556,FALSE
"Dermacoccus",0.0425531914893617,2,1.20008265055914e-05,FALSE
"Pseudarthrobacter",0.0638297872340425,3,6.6167653459523e-05,FALSE
"Phreatobacter",0.191489361702128,9,0.000120577974920314,FALSE
"Rhodobacter",0.0851063829787234,4,0.000101696912069111,FALSE
"Zoogloea",0.0425531914893617,2,6.01685430953809e-05,FALSE
"Actinotalea",0.0851063829787234,4,6.33227460296489e-05,FALSE
"Myxococcus",0.0425531914893617,2,1.22279675824408e-05,FALSE
"Pelagibacterium",0.170212765957447,8,0.000144878189720332,FALSE
"Unclassified_Caldilineaceae",0.25531914893617,12,0.000111307101905359,TRUE
"Unclassified_Rickettsiaceae",0.468085106382979,22,0.00019909038243917,TRUE
"Leifsonia",0.106382978723404,5,0.000162580185677131,FALSE
"Aquamicrobium",0.106382978723404,5,7.74646335038087e-05,FALSE
"Candidatus Trichorickettsia",0.0638297872340425,3,7.38660968445142e-05,FALSE
"Breznakia",0.0638297872340425,3,5.69678007909711e-05,FALSE
"Derxia",0.0425531914893617,2,6.39531872747405e-05,FALSE
"Eikenella",0.127659574468085,6,5.9246699711768e-05,FALSE
"Estrella",0.0212765957446809,1,4.23166925905844e-05,FALSE
"Unclassified_env.OPS 17",0.48936170212766,23,0.000448842563622534,TRUE
"Unclassified_37-13",0.276595744680851,13,8.34197738353817e-05,TRUE
"Anaerostignum",0.0425531914893617,2,4.75129163139289e-05,FALSE
"Hydrocarboniphaga",0.0425531914893617,2,5.49798743919803e-05,FALSE
"IMCC26207",0.0425531914893617,2,5.55656586568831e-05,FALSE
"Candidatus Xiphinematobacter",0.340425531914894,16,0.000314263479263594,TRUE
"Unclassified_Myxococcaceae",0.382978723404255,18,0.000154173909529749,TRUE
"Unclassified_Geminicoccaceae",0.148936170212766,7,0.000153460462388155,FALSE
"Steroidobacter",0.25531914893617,12,0.000130123982846873,TRUE
"Empedobacter",0.106382978723404,5,0.000125169553885432,FALSE
"Dietzia",0.191489361702128,9,9.44171997618724e-05,FALSE
"Hassallia",0.148936170212766,7,0.000110197515397983,FALSE
"Turicibacter",0.0851063829787234,4,5.94747467145972e-05,FALSE
"Unclassified_Fokiniaceae",0.0851063829787234,4,7.21435864556428e-05,FALSE
"YB-42",0.170212765957447,8,9.62349504312106e-05,FALSE
"Actinophytocola",0.0851063829787234,4,7.23360202051297e-05,FALSE
"Permianibacter",0.0212765957446809,1,3.56021739424006e-05,FALSE
"Ruminococcus",0.0425531914893617,2,4.90809732216152e-05,FALSE
"Geodermatophilus",0.0851063829787234,4,2.18045400246575e-05,FALSE
"Alistipes",0.106382978723404,5,9.68107710365467e-05,FALSE
"Unclassified_SC-I-84",0.191489361702128,9,0.000107789217078228,FALSE
"Leadbetterella",0.0638297872340425,3,3.79339387290097e-05,FALSE
"Fusobacterium",0.127659574468085,6,9.82919161926498e-05,FALSE
"Belnapia",0.106382978723404,5,4.73153597262718e-05,FALSE
"Unclassified_Synechococcaceae",0.0212765957446809,1,4.02059033315041e-05,FALSE
"Leptolyngbya ANT.L52.2",0.25531914893617,12,0.000204202406319256,TRUE
"Christensenellaceae R-7 group",0.0638297872340425,3,7.99055805329196e-05,FALSE
"Unclassified_Nocardiopsaceae",0.0425531914893617,2,2.99268510211466e-05,FALSE
"Ktedonobacter",0.127659574468085,6,4.99575139598558e-05,FALSE
"Leptolyngbya PCC-6306",0.0425531914893617,2,4.84405458681756e-05,FALSE
"Dokdonella",0.148936170212766,7,0.00011677731943128,FALSE
"Parapusillimonas",0.0212765957446809,1,5.61296142738188e-05,FALSE
"Unclassified_Paracaedibacteraceae",0.170212765957447,8,5.03778606952086e-05,FALSE
"Methylocaldum",0.0212765957446809,1,5.55516679618492e-05,FALSE
"Neisseria",0.106382978723404,5,4.17092684226101e-05,FALSE
"SH-PL14",0.404255319148936,19,0.000155872098897479,TRUE
"Chthonobacter",0.127659574468085,6,0.000123667327731166,FALSE
"Unclassified_Candidatus Jidaibacter",0.127659574468085,6,3.1125234955723e-05,FALSE
"Oryzihumus",0.0425531914893617,2,6.41716128188298e-05,FALSE
"Aquisphaera",0.319148936170213,15,0.000108842714110301,TRUE
"Telmatocola",0.127659574468085,6,4.05945943275339e-05,FALSE
"Tepidisphaera",0.297872340425532,14,0.000128894604352647,TRUE
"Sporichthya",0.127659574468085,6,8.3873189899869e-05,FALSE
"Ilumatobacter",0.212765957446809,10,0.00010495557334001,TRUE
"Unclassified_A21b",0.148936170212766,7,0.000118979222638381,FALSE
"Gallicola",0.0425531914893617,2,4.06282355939975e-05,FALSE
"Terrimonas",0.319148936170213,15,0.000232595155748131,TRUE
"Actinoallomurus",0.127659574468085,6,9.52683903571865e-05,FALSE
"Rhizobacter",0.191489361702128,9,0.000138499069185514,FALSE
"Candidimonas",0.0212765957446809,1,4.24547736050953e-05,FALSE
"Chalicogloea CCALA 975",0.0425531914893617,2,1.26865901964646e-05,FALSE
"Streptacidiphilus",0.0851063829787234,4,0.000143678017695411,FALSE
"Ochrobactrum",0.0425531914893617,2,2.22485823762555e-05,FALSE
"Peredibacter",0.340425531914894,16,0.00016678818587587,TRUE
"Termite Treponema cluster",0.0425531914893617,2,2.24351405091797e-05,FALSE
"Asanoa",0.212765957446809,10,9.43318205022666e-05,TRUE
"Nordella",0.234042553191489,11,0.00014471453784038,TRUE
"Niveispirillum",0.0425531914893617,2,9.06017019602464e-05,FALSE
"Unclassified_Flavobacteriaceae",0.106382978723404,5,4.62985227493449e-05,FALSE
"Salinicoccus",0.0851063829787234,4,3.66449809588909e-05,FALSE
"Halalkalicoccus",0.0212765957446809,1,1.05585497670411e-05,FALSE
"Limnobacter",0.0851063829787234,4,8.46276781835511e-05,FALSE
"Unclassified_Dermacoccaceae",0.191489361702128,9,7.78479775644566e-05,FALSE
"Facklamia",0.0638297872340425,3,2.14268470685761e-05,FALSE
"Bauldia",0.127659574468085,6,4.19872997853743e-05,FALSE
"Nevskia",0.212765957446809,10,0.000122491909680099,TRUE
"SM1A02",0.212765957446809,10,0.00014476069985832,TRUE
"Citricoccus",0.0425531914893617,2,2.37740589494949e-05,FALSE
"Roseococcus",0.106382978723404,5,3.95262987639028e-05,FALSE
"Hydrogenophilus",0.0851063829787234,4,3.35998479857257e-05,FALSE
"Unclassified_Deinococcaceae",0.0638297872340425,3,1.82662317734981e-05,FALSE
"Unclassified_Unknown Family",0.0638297872340425,3,2.5260578498831e-05,FALSE
"Unclassified_Methyloligellaceae",0.382978723404255,18,0.00015589713801494,TRUE
"Unclassified_Desulfovibrionaceae",0.0212765957446809,1,1.72030414138047e-05,FALSE
"JSC-12",0.0638297872340425,3,3.63476221934577e-05,FALSE
"Ferruginibacter",0.531914893617021,25,0.000440217255322899,TRUE
"Syntrophorhabdus",0.0212765957446809,1,7.23967341028838e-06,FALSE
"Kytococcus",0.0851063829787234,4,2.03713772044607e-05,FALSE
"Paludisphaera",0.191489361702128,9,6.17956558347677e-05,FALSE
"Lentilactobacillus",0.0212765957446809,1,1.69932482258315e-05,FALSE
"CENA359",0.127659574468085,6,6.96207095017002e-05,FALSE
"Anaerobacterium",0.0425531914893617,2,2.72159301847784e-05,FALSE
"Catenulispora",0.0425531914893617,2,4.70168189774827e-05,FALSE
"Unclassified_Silvanigrellaceae",0.127659574468085,6,5.48060750073246e-05,FALSE
"Rhodoluna",0.0212765957446809,1,3.83898159496249e-05,FALSE
"Eubacterium",0.0425531914893617,2,4.05458585140012e-05,FALSE
"Runella",0.0638297872340425,3,2.07154659132363e-05,FALSE
"Dongia",0.127659574468085,6,6.59946879787093e-05,FALSE
"Solibacillus",0.0212765957446809,1,9.81324037172058e-06,FALSE
"Skermania",0.0425531914893617,2,4.62299037701402e-05,FALSE
"Unclassified_Xenococcaceae",0.0425531914893617,2,1.86295375786292e-05,FALSE
"Methylosinus",0.0212765957446809,1,6.97153735805548e-06,FALSE
"Ottowia",0.0425531914893617,2,6.02911573342912e-05,FALSE
"Unclassified_WD2101 soil group",0.638297872340426,30,0.000541408319263407,TRUE
"Unclassified_Sporichthyaceae",0.25531914893617,12,0.000147637168594391,TRUE
"Salana",0.0638297872340425,3,5.73944234476047e-05,FALSE
"Segetibacter",0.212765957446809,10,8.08893649519101e-05,TRUE
"Gemmatimonas",0.382978723404255,18,0.000166935144738908,TRUE
"Aliidongia",0.170212765957447,8,6.69955093726227e-05,FALSE
"Unclassified_Beutenbergiaceae",0.0212765957446809,1,1.56977445947256e-05,FALSE
"Roseimicrobium",0.191489361702128,9,0.000103902648670724,FALSE
"Kaistia",0.0851063829787234,4,4.5575401854415e-05,FALSE
"Planctomicrobium",0.0638297872340425,3,1.20922712946622e-05,FALSE
"Methylomonas",0.0212765957446809,1,4.22533662330777e-05,FALSE
"Meiothermus",0.0851063829787234,4,3.99340857725775e-05,FALSE
"Persicitalea",0.0638297872340425,3,1.30147692714052e-05,FALSE
"Fibrisoma",0.170212765957447,8,7.13049661508392e-05,FALSE
"Unclassified_TRA3-20",0.212765957446809,10,0.000111865712431947,TRUE
"Candidatus Captivus",0.0425531914893617,2,2.16098062830388e-05,FALSE
"Cyanothece PCC-7424",0.0425531914893617,2,3.86746910443956e-05,FALSE
"Tolypothrix",0.0425531914893617,2,4.31322892560168e-05,FALSE
"Candidatus Amoebophilus",0.170212765957447,8,0.000101135697184165,FALSE
"Actinokineospora",0.0638297872340425,3,5.82872652687061e-05,FALSE
"Unclassified_Frankiaceae",0.0212765957446809,1,6.79639363935228e-05,FALSE
"Unclassified_Spirosomaceae",0.340425531914894,16,0.000143735827416757,TRUE
"Candidatus Turbabacter",0.0638297872340425,3,3.18299358045155e-05,FALSE
"Massilia",0.0212765957446809,1,1.58631179109331e-05,FALSE
"Niastella",0.106382978723404,5,3.386023051093e-05,FALSE
"Bergeyella",0.0425531914893617,2,5.14297240694323e-05,FALSE
"Unclassified_Micavibrionaceae",0.276595744680851,13,8.62180239083061e-05,TRUE
"Chroococcidiopsis SAG 2023",0.0638297872340425,3,5.53228461620291e-05,FALSE
"Unclassified_D05-2",0.361702127659574,17,0.000307190696952032,TRUE
"Chitinibacter",0.0212765957446809,1,2.96485496327784e-05,FALSE
"Rhizomicrobium",0.0851063829787234,4,4.99826760319737e-05,FALSE
"Camelimonas",0.0425531914893617,2,0.000119286024281264,FALSE
"Unclassified_Chromatiaceae",0.0425531914893617,2,6.1103264301362e-05,FALSE
"Terracidiphilus",0.0851063829787234,4,4.50958419948094e-05,FALSE
"Acidicapsa",0.0638297872340425,3,3.64616355393492e-05,FALSE
"Unclassified_Microtrichaceae",0.25531914893617,12,6.99346594651744e-05,TRUE
"Unclassified_Coleofasciculaceae",0.0638297872340425,3,7.12030964253251e-05,FALSE
"Symplocastrum CPER-KK1",0.0851063829787234,4,6.90445962966777e-05,FALSE
"Frankia",0.0638297872340425,3,2.64656650980423e-05,FALSE
"Anaerocolumna",0.106382978723404,5,4.27818920299664e-05,FALSE
"Sandarakinorhabdus",0.0212765957446809,1,1.3364296073888e-05,FALSE
"Lysobacter",0.212765957446809,10,0.000157358933769912,TRUE
"Terrisporobacter",0.0425531914893617,2,3.9880312016987e-05,FALSE
"Unclassified_Vicinamibacteraceae",0.553191489361702,26,0.000232502779645166,TRUE
"Azomonas",0.0425531914893617,2,1.3268358168494e-05,FALSE
"Unclassified_Pleomorphomonadaceae",0.0638297872340425,3,2.82384189196256e-05,FALSE
"Cyanothece PCC 7425",0.0212765957446809,1,2.20979010676969e-05,FALSE
"Unclassified_Pedosphaeraceae",0.446808510638298,21,0.000305110916043129,TRUE
"Unclassified_Coralloluteibacterium",0.0212765957446809,1,5.45209972873569e-06,FALSE
"Salinicola",0.0638297872340425,3,1.69279331230327e-05,FALSE
"Clostridium sensu stricto 5",0.106382978723404,5,7.17819746454313e-05,FALSE
"Amycolatopsis",0.212765957446809,10,0.00010971839120483,TRUE
"Unclassified_AB1",0.25531914893617,12,5.64042797794833e-05,TRUE
"Defluviicoccus",0.148936170212766,7,3.39688359247588e-05,FALSE
"Unclassified_Erwiniaceae",0.0851063829787234,4,4.73624360911773e-05,FALSE
"Clostridium sensu stricto 13",0.0851063829787234,4,4.75589699841532e-05,FALSE
"SWB02",0.319148936170213,15,0.00014826001056292,TRUE
"Leptothrix",0.106382978723404,5,8.53726171217622e-05,FALSE
"Shewanella",0.0212765957446809,1,5.36272104465806e-06,FALSE
"Cellulosilyticum",0.0638297872340425,3,0.000108928964340291,FALSE
"Unclassified_Gimesiaceae",0.0425531914893617,2,2.40043941145501e-05,FALSE
"Arsenicitalea",0.0851063829787234,4,3.32279635035768e-05,FALSE
"Carnimonas",0.0212765957446809,1,1.46020147860002e-05,FALSE
"Fischerella PCC-9339",0.0638297872340425,3,2.32001248944379e-05,FALSE
"Candidatus Paracaedibacter",0.0851063829787234,4,5.50539581812823e-05,FALSE
"Unclassified_Vampirovibrionaceae",0.170212765957447,8,4.44217467316741e-05,FALSE
"Micavibrio",0.127659574468085,6,1.84531248845813e-05,FALSE
"Candidatus Koribacter",0.106382978723404,5,7.93194103859656e-05,FALSE
"ADurb.Bin063-1",0.127659574468085,6,5.58468479360129e-05,FALSE
"Herbiconiux",0.0425531914893617,2,1.9383552487763e-05,FALSE
"Clostridioides",0.0425531914893617,2,1.56244220611468e-05,FALSE
"Luteimicrobium",0.0212765957446809,1,5.53760266856134e-05,FALSE
"Asinibacterium",0.0212765957446809,1,2.33335033910699e-05,FALSE
"Lysinimonas",0.0212765957446809,1,5.18396367650279e-06,FALSE
"Candidatus Soleaferrea",0.0638297872340425,3,3.72482705574239e-05,FALSE
"Intrasporangium",0.0425531914893617,2,1.83236964506797e-05,FALSE
"Lactobacillus",0.0425531914893617,2,3.61103833836604e-05,FALSE
"Unclassified_Hungateiclostridiaceae",0.106382978723404,5,2.13661673282278e-05,FALSE
"Roseisolibacter",0.0638297872340425,3,2.71752379116692e-05,FALSE
"Psychrobacter",0.0212765957446809,1,2.59742187326066e-05,FALSE
"Nannocystis",0.340425531914894,16,0.000147390564779445,TRUE
"mle1-7",0.106382978723404,5,1.45369226021453e-05,FALSE
"Candidatus Finniella",0.106382978723404,5,1.49401421870825e-05,FALSE
"Alloiococcus",0.0212765957446809,1,3.04814490445427e-05,FALSE
"Desulfovibrio",0.106382978723404,5,3.30477674692802e-05,FALSE
"Opitutus",0.382978723404255,18,0.000169823161371188,TRUE
"Catenuloplanes",0.0638297872340425,3,3.13030757795743e-05,FALSE
"Candidatus Nitrocosmicus",0.0638297872340425,3,2.46708188403091e-05,FALSE
"Stenotrophobacter",0.170212765957447,8,7.53266949711774e-05,FALSE
"Pirellula",0.382978723404255,18,0.000180513282667786,TRUE
"Parapedobacter",0.0212765957446809,1,9.29538314407397e-06,FALSE
"Actinospica",0.0425531914893617,2,4.12228923597165e-05,FALSE
"Sphaerisporangium",0.0425531914893617,2,8.56471866084509e-06,FALSE
"Dyella",0.148936170212766,7,7.68283377828646e-05,FALSE
"Unclassified_Burkholderiaceae",0.0425531914893617,2,1.32798443851046e-05,FALSE
"YC-ZSS-LKJ147",0.191489361702128,9,8.49102565127565e-05,FALSE
"Segniliparus",0.0212765957446809,1,3.18260699490725e-05,FALSE
"Gulbenkiania",0.0212765957446809,1,9.62741888899586e-05,FALSE
"Zymobacter",0.0212765957446809,1,7.17905629975485e-05,FALSE
"Aminobacter",0.0425531914893617,2,1.75517472919822e-05,FALSE
"Thermosporothrix",0.0638297872340425,3,6.39762557294583e-05,FALSE
"Herpetosiphon",0.127659574468085,6,5.52524665646456e-05,FALSE
"Brevibacillus",0.106382978723404,5,8.77834341575865e-05,FALSE
"Candidatus Nitrosotalea",0.0212765957446809,1,2.45827427290741e-05,FALSE
"Chitinimonas",0.106382978723404,5,3.50505036583717e-05,FALSE
"Anaeromyxobacter",0.212765957446809,10,0.000155488919668308,TRUE
"Unclassified_Butyricicoccaceae",0.0212765957446809,1,1.09092457746078e-05,FALSE
"Sporosarcina",0.0425531914893617,2,1.29005910350307e-05,FALSE
"Unclassified_Candidatus Hepatincola",0.0638297872340425,3,5.16132933840038e-05,FALSE
"Tundrisphaera",0.48936170212766,23,0.000247871434492558,TRUE
"Unclassified_Steroidobacteraceae",0.0425531914893617,2,5.10912196999788e-05,FALSE
"Timonella",0.0212765957446809,1,2.25682989742044e-05,FALSE
"Sphingorhabdus",0.0851063829787234,4,5.10755412816455e-05,FALSE
"Unclassified_Weeksellaceae",0.0851063829787234,4,8.153139474835e-05,FALSE
"Jeotgalicoccus",0.127659574468085,6,8.23556393413653e-05,FALSE
"Unclassified_Parachlamydiaceae",0.382978723404255,18,0.00013626053352213,TRUE
"Calothrix KVSF5",0.0212765957446809,1,2.39936349685156e-05,FALSE
"Ellin6067",0.170212765957447,8,7.76547239428941e-05,FALSE
"Ezakiella",0.0212765957446809,1,4.18468172147763e-05,FALSE
"Nocardiopsis",0.106382978723404,5,1.66845900894232e-05,FALSE
"Unclassified_Thermomonosporaceae",0.0212765957446809,1,1.38326782637997e-05,FALSE
"Paeniclostridium",0.0638297872340425,3,3.61888506305625e-05,FALSE
"Unclassified_Sporomusaceae",0.148936170212766,7,4.97551193227063e-05,FALSE
"Sarcina",0.0425531914893617,2,3.13304411984263e-05,FALSE
"Azohydromonas",0.0212765957446809,1,2.56761203696523e-05,FALSE
"Azorhizobium",0.0425531914893617,2,2.69189422968971e-05,FALSE
"Herbinix",0.0638297872340425,3,1.31603626950011e-05,FALSE
"Unclassified_vadinBE97",0.0212765957446809,1,2.09333756071224e-05,FALSE
"[Ruminococcus] torques group",0.0212765957446809,1,2.17997907220091e-05,FALSE
"Endobacter",0.170212765957447,8,5.55090246239533e-05,FALSE
"Lamprocystis",0.0212765957446809,1,2.25540168704046e-05,FALSE
"Rhodomicrobium",0.191489361702128,9,0.00010875847755544,FALSE
"Luedemannella",0.0851063829787234,4,6.52938149277809e-05,FALSE
"Unclassified_URHD0088",0.191489361702128,9,8.00384358837898e-05,FALSE
"Unclassified_Ardenticatenaceae",0.212765957446809,10,5.79236320783711e-05,TRUE
"Flavimaricola",0.0425531914893617,2,3.18909170375511e-05,FALSE
"Chitinivorax",0.0212765957446809,1,4.11141946757118e-06,FALSE
"Chthonomonas",0.404255319148936,19,0.000141495094556711,TRUE
"Unclassified_A4b",0.361702127659574,17,0.000224184435256017,TRUE
"Paucibacter",0.0212765957446809,1,8.68694552265385e-06,FALSE
"Pseudofulvimonas",0.0638297872340425,3,2.08667743172363e-05,FALSE
"Spiroplasma",0.0425531914893617,2,2.40825329635334e-05,FALSE
"Alloprevotella",0.0425531914893617,2,4.064560261027e-05,FALSE
"Viridibacillus",0.0212765957446809,1,3.82095319026666e-06,FALSE
"Clostridium sensu stricto 3",0.0425531914893617,2,5.17212861199277e-06,FALSE
"Unclassified_Saprospiraceae",0.297872340425532,14,0.000103901716962941,TRUE
"Unclassified_Tepidisphaeraceae",0.234042553191489,11,6.60303898860548e-05,TRUE
"Paenirhodobacter",0.0425531914893617,2,1.44988300977707e-05,FALSE
"Labilithrix",0.0851063829787234,4,3.26402246643224e-05,FALSE
"Ellin516",0.0638297872340425,3,1.89174286495422e-05,FALSE
"Coxiella",0.234042553191489,11,4.61914120082536e-05,TRUE
"Unclassified_Acidiferrobacteraceae",0.0425531914893617,2,1.75702640161731e-05,FALSE
"Aetherobacter",0.106382978723404,5,4.6365437523185e-05,FALSE
"Alkanindiges",0.127659574468085,6,4.92572478066803e-05,FALSE
"Thermosinus",0.0638297872340425,3,3.7415402067146e-05,FALSE
"Tyzzerella",0.127659574468085,6,3.36330066212903e-05,FALSE
"Oxalophagus",0.0212765957446809,1,3.65113304847703e-06,FALSE
"Catenibacillus",0.0212765957446809,1,2.20904836857786e-05,FALSE
"Unclassified_bac2nit3",0.0638297872340425,3,1.24787988533914e-05,FALSE
"Neochlamydia",0.191489361702128,9,5.22890507194689e-05,FALSE
"Rheinheimera",0.148936170212766,7,4.87223687915793e-05,FALSE
"Unclassified_JG30-KF-AS9",0.0851063829787234,4,0.000202556336739481,FALSE
"Geobacter",0.0212765957446809,1,1.02214103502001e-05,FALSE
"Ornithinibacillus",0.0425531914893617,2,4.80539028043802e-05,FALSE
"Ferrovibrio",0.0212765957446809,1,1.2583526996883e-05,FALSE
"Chishuiella",0.0425531914893617,2,2.9322762301881e-05,FALSE
"Pleurocapsa PCC-7327",0.0425531914893617,2,2.27136559328223e-05,FALSE
"Verrucosispora",0.0425531914893617,2,1.77842240944032e-05,FALSE
"Kutzneria",0.0212765957446809,1,3.98074484590634e-05,FALSE
"Rubritepida",0.0425531914893617,2,1.11180535203377e-05,FALSE
"Candidatus Amphibiichlamydia",0.0212765957446809,1,1.09121666399629e-05,FALSE
"Inquilinus",0.106382978723404,5,3.97101395388076e-05,FALSE
"Tuwongella",0.0425531914893617,2,2.5268127095007e-05,FALSE
"Algoriphagus",0.0851063829787234,4,1.92646531953292e-05,FALSE
"Candidatus Berkiella",0.0638297872340425,3,3.6207982727478e-05,FALSE
"Chungangia",0.0425531914893617,2,3.12637188916796e-05,FALSE
"Fructilactobacillus",0.0212765957446809,1,1.91949079748124e-05,FALSE
"Unclassified_Pirellulaceae",0.638297872340426,30,0.000249171446304828,TRUE
"Pir4 lineage",0.361702127659574,17,0.000139171799700348,TRUE
"Ornithinicoccus",0.106382978723404,5,3.38404530576981e-05,FALSE
"Herbaspirillum",0.0212765957446809,1,1.7444479672602e-05,FALSE
"Helcobacillus",0.0212765957446809,1,5.96693423394261e-05,FALSE
"Soonwooa",0.0425531914893617,2,1.67465625779676e-05,FALSE
"Unclassified_NS11-12 marine group",0.191489361702128,9,3.70184389536418e-05,FALSE
"Unclassified_Pseudomonadaceae",0.0638297872340425,3,3.21018167385724e-05,FALSE
"JGI 0001001-H03",0.234042553191489,11,0.000104237934095784,TRUE
"Tahibacter",0.0425531914893617,2,1.41655572644397e-05,FALSE
"Pseudorhodobacter",0.0212765957446809,1,1.82351625760718e-05,FALSE
"Ellin517",0.106382978723404,5,2.60149148129027e-05,FALSE
"Longimicrobium",0.0212765957446809,1,1.05128354804878e-05,FALSE
"Unclassified_Cytophagaceae",0.106382978723404,5,3.77264060983024e-05,FALSE
"MND1",0.191489361702128,9,3.13899807028163e-05,FALSE
"Rhodoblastus",0.0638297872340425,3,2.44948475397149e-05,FALSE
"Aquicella",0.234042553191489,11,8.04479030705712e-05,TRUE
"Fortiea PCC-7126",0.0212765957446809,1,1.51952216366814e-05,FALSE
"[Eubacterium] nodatum group",0.0212765957446809,1,9.84756501655189e-06,FALSE
"Promicromonospora",0.0212765957446809,1,2.13560878494538e-05,FALSE
"Unclassified_Longimicrobiaceae",0.0851063829787234,4,1.08624159727862e-05,FALSE
"Unclassified_Holophagaceae",0.0212765957446809,1,3.31112162565515e-05,FALSE
"Candidatus Uzinura",0.0638297872340425,3,3.35182957315908e-05,FALSE
