"Genus","Sample_ID","Site","Relative_abundance_percent","Detected"
"Acinetobacter","220708_07","Soberanía",0.310414691722894,TRUE
"Acinetobacter","220708_08","Soberanía",0.201445934149562,TRUE
"Acinetobacter","220708_09","Soberanía",0.0377078809471179,TRUE
"Acinetobacter","220708_10","Soberanía",1.86842176833746,TRUE
"Acinetobacter","250607_01","Lost Iguana",15.8835208471211,TRUE
"Acinetobacter","250607_02","Lost Iguana",3.19876874441047,TRUE
"Acinetobacter","250607_03","Lost Iguana",9.72049315288543,TRUE
"Acinetobacter","250607_04","Lost Iguana",0.652701212789416,TRUE
"Acinetobacter","250607_05","Lost Iguana",1.37629392039656,TRUE
"Acinetobacter","250607_07","Lost Iguana",3.15456784215197,TRUE
"Acinetobacter","250607_08","Lost Iguana",4.34933755649117,TRUE
"Acinetobacter","250607_09","Lost Iguana",3.29291488349976,TRUE
"Acinetobacter","250607_10","Lost Iguana",31.4564720548514,TRUE
"Staphylococcus","220604_01","Veragua",3.81263616557734,TRUE
"Staphylococcus","220604_02","Veragua",0,FALSE
"Staphylococcus","220604_03","Veragua",0.10674513876868,TRUE
"Staphylococcus","220604_04","Veragua",0,FALSE
"Staphylococcus","220604_05","Veragua",0.532855652804861,TRUE
"Staphylococcus","220604_06","Veragua",1.07690966166725,TRUE
"Staphylococcus","220604_07","Veragua",2.71119512707414,TRUE
"Staphylococcus","220606_02","Veragua",1.00590915242005,TRUE
"Staphylococcus","220606_04","Veragua",0,FALSE
"Staphylococcus","220607_01","Veragua",0,FALSE
"Staphylococcus","220607_02","Veragua",0,FALSE
"Staphylococcus","220607_03","Veragua",0.283779948919609,TRUE
"Staphylococcus","220607_04","Veragua",0.775154135434521,TRUE
"Staphylococcus","220609_01","Veragua",0.15341043190937,TRUE
"Staphylococcus","220609_02","Veragua",0.0624693491511174,TRUE
"Staphylococcus","220609_03","Veragua",0.573868286381968,TRUE
"Staphylococcus","220609_04","Veragua",0.249241764511576,TRUE
"Staphylococcus","220609_07","Veragua",1.63262537014423,TRUE
"Staphylococcus","220707_11","Altos de Campana",0,FALSE
"Staphylococcus","220707_12","Altos de Campana",0,FALSE
"Staphylococcus","220707_13","Altos de Campana",0,FALSE
"Staphylococcus","220707_14","Altos de Campana",0,FALSE
"Staphylococcus","220707_15","Altos de Campana",0,FALSE
"Staphylococcus","220707_16","Altos de Campana",0.141732283464567,TRUE
"Staphylococcus","220707_17","Altos de Campana",0,FALSE
"Staphylococcus","220707_18","Altos de Campana",0.105621926756963,TRUE
"Staphylococcus","220707_19","Altos de Campana",0.197024923652842,TRUE
"Staphylococcus","220707_20","Altos de Campana",0.239397154438369,TRUE
"Staphylococcus","220708_01","Soberanía",0,FALSE
"Staphylococcus","220708_02","Soberanía",0.963371389919446,TRUE
"Staphylococcus","220708_03","Soberanía",0.637736184854507,TRUE
"Staphylococcus","220708_04","Soberanía",0.639397890787638,TRUE
"Staphylococcus","220708_05","Soberanía",0.30147935216995,TRUE
"Staphylococcus","220708_06","Soberanía",0.941035491488387,TRUE
"Staphylococcus","220708_07","Soberanía",0.780683655830034,TRUE
"Staphylococcus","220708_08","Soberanía",0.599861226134253,TRUE
"Staphylococcus","220708_09","Soberanía",0,FALSE
"Staphylococcus","220708_10","Soberanía",0,FALSE
"Staphylococcus","250607_01","Lost Iguana",3.06955343355079,TRUE
"Staphylococcus","250607_02","Lost Iguana",2.51866641708783,TRUE
"Staphylococcus","250607_03","Lost Iguana",3.81309987550701,TRUE
"Staphylococcus","250607_04","Lost Iguana",1.08048511576626,TRUE
"Staphylococcus","250607_05","Lost Iguana",2.65636390144336,TRUE
"Staphylococcus","250607_07","Lost Iguana",7.2772410492627,TRUE
"Staphylococcus","250607_08","Lost Iguana",9.45382208660049,TRUE
"Staphylococcus","250607_09","Lost Iguana",5.36535108575052,TRUE
"Staphylococcus","250607_10","Lost Iguana",0.997298981923956,TRUE
"Unclassified_Alcaligenaceae","220604_01","Veragua",1.16473940003352,TRUE
"Unclassified_Alcaligenaceae","220604_02","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220604_03","Veragua",0.0735675956378743,TRUE
"Unclassified_Alcaligenaceae","220604_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220604_05","Veragua",0.170060314724956,TRUE
"Unclassified_Alcaligenaceae","220604_06","Veragua",0.0915591210324381,TRUE
"Unclassified_Alcaligenaceae","220604_07","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220606_02","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220606_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220607_01","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220607_02","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220607_03","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220607_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220609_01","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220609_02","Veragua",0.0163471194040307,TRUE
"Unclassified_Alcaligenaceae","220609_03","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220609_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220609_07","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","220707_11","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_12","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_13","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_14","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_15","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_16","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_17","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_18","Altos de Campana",0.0736690749649406,TRUE
"Unclassified_Alcaligenaceae","220707_19","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220707_20","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","220708_01","Soberanía",0.553518544634043,TRUE
"Unclassified_Alcaligenaceae","220708_02","Soberanía",4.24088384200709,TRUE
"Unclassified_Alcaligenaceae","220708_03","Soberanía",1.0856346216593,TRUE
"Unclassified_Alcaligenaceae","220708_04","Soberanía",5.22727792647496,TRUE
"Unclassified_Alcaligenaceae","220708_05","Soberanía",0.813293136086377,TRUE
"Unclassified_Alcaligenaceae","220708_06","Soberanía",0.879357135304691,TRUE
"Unclassified_Alcaligenaceae","220708_07","Soberanía",2.77142697819662,TRUE
"Unclassified_Alcaligenaceae","220708_08","Soberanía",0.0693869328737382,TRUE
"Unclassified_Alcaligenaceae","220708_09","Soberanía",0.115724186354948,TRUE
"Unclassified_Alcaligenaceae","220708_10","Soberanía",0.0407952351165384,TRUE
"Unclassified_Alcaligenaceae","250607_01","Lost Iguana",0.321452207620308,TRUE
"Unclassified_Alcaligenaceae","250607_02","Lost Iguana",15.0475239699673,TRUE
"Unclassified_Alcaligenaceae","250607_03","Lost Iguana",0.0562226416609775,TRUE
"Unclassified_Alcaligenaceae","250607_04","Lost Iguana",2.37706725468578,TRUE
"Unclassified_Alcaligenaceae","250607_05","Lost Iguana",0.10788744714973,TRUE
"Unclassified_Alcaligenaceae","250607_07","Lost Iguana",0.851454152085265,TRUE
"Unclassified_Alcaligenaceae","250607_08","Lost Iguana",0.397852369732319,TRUE
"Unclassified_Alcaligenaceae","250607_09","Lost Iguana",0.348708194642574,TRUE
"Unclassified_Alcaligenaceae","250607_10","Lost Iguana",0,FALSE
"Stenotrophomonas","220604_01","Veragua",0,FALSE
"Stenotrophomonas","220604_02","Veragua",0.068732816795801,TRUE
"Stenotrophomonas","220604_03","Veragua",6.40038082049507,TRUE
"Stenotrophomonas","220604_04","Veragua",0.145785605902829,TRUE
"Stenotrophomonas","220604_05","Veragua",0,FALSE
"Stenotrophomonas","220604_06","Veragua",0,FALSE
"Stenotrophomonas","220604_07","Veragua",0.0264650283553875,TRUE
"Stenotrophomonas","220606_02","Veragua",0.182687536650277,TRUE
"Stenotrophomonas","220606_04","Veragua",0,FALSE
"Stenotrophomonas","220607_01","Veragua",0,FALSE
"Stenotrophomonas","220607_02","Veragua",0,FALSE
"Stenotrophomonas","220607_03","Veragua",0,FALSE
"Stenotrophomonas","220607_04","Veragua",0.145821074982732,TRUE
"Stenotrophomonas","220609_01","Veragua",0.212414444182204,TRUE
"Stenotrophomonas","220609_02","Veragua",0,FALSE
"Stenotrophomonas","220609_03","Veragua",0.299752506976148,TRUE
"Stenotrophomonas","220609_04","Veragua",0.0900873847632203,TRUE
"Stenotrophomonas","220609_07","Veragua",0.0231464853259265,TRUE
"Stenotrophomonas","220707_11","Altos de Campana",0.0810685608400247,TRUE
"Stenotrophomonas","220707_12","Altos de Campana",0.470288976308084,TRUE
"Stenotrophomonas","220707_13","Altos de Campana",0,FALSE
"Stenotrophomonas","220707_14","Altos de Campana",0,FALSE
"Stenotrophomonas","220707_15","Altos de Campana",0.224976840619348,TRUE
"Stenotrophomonas","220707_16","Altos de Campana",0,FALSE
"Stenotrophomonas","220707_17","Altos de Campana",0.489104600835606,TRUE
"Stenotrophomonas","220707_18","Altos de Campana",0.0497044361209238,TRUE
"Stenotrophomonas","220707_19","Altos de Campana",0,FALSE
"Stenotrophomonas","220707_20","Altos de Campana",0.0353654887238499,TRUE
"Stenotrophomonas","220708_01","Soberanía",0.158651812156254,TRUE
"Stenotrophomonas","220708_02","Soberanía",0.0409945272306147,TRUE
"Stenotrophomonas","220708_03","Soberanía",0.0237297185062142,TRUE
"Stenotrophomonas","220708_04","Soberanía",0.0983689062750212,TRUE
"Stenotrophomonas","220708_05","Soberanía",0.981560681483559,TRUE
"Stenotrophomonas","220708_06","Soberanía",0,FALSE
"Stenotrophomonas","220708_07","Soberanía",0.0650569713191695,TRUE
"Stenotrophomonas","220708_08","Soberanía",0.123105848646955,TRUE
"Stenotrophomonas","220708_09","Soberanía",0,FALSE
"Stenotrophomonas","220708_10","Soberanía",1.39791672332672,TRUE
"Stenotrophomonas","250607_01","Lost Iguana",3.05379597239293,TRUE
"Stenotrophomonas","250607_02","Lost Iguana",0.621867265655872,TRUE
"Stenotrophomonas","250607_03","Lost Iguana",0.393558491626842,TRUE
"Stenotrophomonas","250607_04","Lost Iguana",0.0220507166482911,TRUE
"Stenotrophomonas","250607_05","Lost Iguana",0.259513048549351,TRUE
"Stenotrophomonas","250607_07","Lost Iguana",0.276174239025314,TRUE
"Stenotrophomonas","250607_08","Lost Iguana",0.708795241222141,TRUE
"Stenotrophomonas","250607_09","Lost Iguana",0.114915200507212,TRUE
"Stenotrophomonas","250607_10","Lost Iguana",18.7699979222938,TRUE
"Pseudomonas","220604_01","Veragua",0.100553041729512,TRUE
"Pseudomonas","220604_02","Veragua",0.112471882029493,TRUE
"Pseudomonas","220604_03","Veragua",1.98488258034735,TRUE
"Pseudomonas","220604_04","Veragua",0.39272857100354,TRUE
"Pseudomonas","220604_05","Veragua",0.990884767130742,TRUE
"Pseudomonas","220604_06","Veragua",0.4817753749564,TRUE
"Pseudomonas","220604_07","Veragua",0.339004410838059,TRUE
"Pseudomonas","220606_02","Veragua",1.34196400378907,TRUE
"Pseudomonas","220606_04","Veragua",0.51975051975052,TRUE
"Pseudomonas","220607_01","Veragua",0,FALSE
"Pseudomonas","220607_02","Veragua",0.11864561467555,TRUE
"Pseudomonas","220607_03","Veragua",0.0668909879596222,TRUE
"Pseudomonas","220607_04","Veragua",0.14326281050935,TRUE
"Pseudomonas","220609_01","Veragua",0.405160884273464,TRUE
"Pseudomonas","220609_02","Veragua",0.0472898811330889,TRUE
"Pseudomonas","220609_03","Veragua",0.355956102034176,TRUE
"Pseudomonas","220609_04","Veragua",0.129125251493949,TRUE
"Pseudomonas","220609_07","Veragua",0.0383114239877403,TRUE
"Pseudomonas","220707_11","Altos de Campana",0.0617665225447807,TRUE
"Pseudomonas","220707_12","Altos de Campana",0.20704546126771,TRUE
"Pseudomonas","220707_13","Altos de Campana",0.610782344318367,TRUE
"Pseudomonas","220707_14","Altos de Campana",0.0688605392867498,TRUE
"Pseudomonas","220707_15","Altos de Campana",0,FALSE
"Pseudomonas","220707_16","Altos de Campana",0.152230971128609,TRUE
"Pseudomonas","220707_17","Altos de Campana",0.0637962522829051,TRUE
"Pseudomonas","220707_18","Altos de Campana",0.117160456570749,TRUE
"Pseudomonas","220707_19","Altos de Campana",0,FALSE
"Pseudomonas","220707_20","Altos de Campana",0.0299246443047961,TRUE
"Pseudomonas","220708_01","Soberanía",0.190382174587505,TRUE
"Pseudomonas","220708_02","Soberanía",0.116834402607252,TRUE
"Pseudomonas","220708_03","Soberanía",0,FALSE
"Pseudomonas","220708_04","Soberanía",0.177292796193352,TRUE
"Pseudomonas","220708_05","Soberanía",0,FALSE
"Pseudomonas","220708_06","Soberanía",0.0229091037253727,TRUE
"Pseudomonas","220708_07","Soberanía",0,FALSE
"Pseudomonas","220708_08","Soberanía",0.080578373659825,TRUE
"Pseudomonas","220708_09","Soberanía",0.0819171206782218,TRUE
"Pseudomonas","220708_10","Soberanía",2.20022301395197,TRUE
"Pseudomonas","250607_01","Lost Iguana",6.04771359238599,TRUE
"Pseudomonas","250607_02","Lost Iguana",2.84103907988603,TRUE
"Pseudomonas","250607_03","Lost Iguana",0.160636119031364,TRUE
"Pseudomonas","250607_04","Lost Iguana",0,FALSE
"Pseudomonas","250607_05","Lost Iguana",0.163289109199592,TRUE
"Pseudomonas","250607_07","Lost Iguana",0.626127877645839,TRUE
"Pseudomonas","250607_08","Lost Iguana",0.826605894395303,TRUE
"Pseudomonas","250607_09","Lost Iguana",4.16864796322714,TRUE
"Pseudomonas","250607_10","Lost Iguana",1.79513816746312,TRUE
"Chryseobacterium","220604_01","Veragua",0,FALSE
"Chryseobacterium","220604_02","Veragua",0,FALSE
"Chryseobacterium","220604_03","Veragua",2.43061565980036,TRUE
"Chryseobacterium","220604_04","Veragua",0.178512986819791,TRUE
"Chryseobacterium","220604_05","Veragua",0,FALSE
"Chryseobacterium","220604_06","Veragua",0.02397976979421,TRUE
"Chryseobacterium","220604_07","Veragua",0.039067422810334,TRUE
"Chryseobacterium","220606_02","Veragua",0.0451080337408092,TRUE
"Chryseobacterium","220606_04","Veragua",0,FALSE
"Chryseobacterium","220607_01","Veragua",0.0119655392469687,TRUE
"Chryseobacterium","220607_02","Veragua",0,FALSE
"Chryseobacterium","220607_03","Veragua",0,FALSE
"Chryseobacterium","220607_04","Veragua",0.0588400828877689,TRUE
"Chryseobacterium","220609_01","Veragua",0.413028085909842,TRUE
"Chryseobacterium","220609_02","Veragua",0,FALSE
"Chryseobacterium","220609_03","Veragua",0.30961278681089,TRUE
"Chryseobacterium","220609_04","Veragua",0.117113600192186,TRUE
"Chryseobacterium","220609_07","Veragua",0,FALSE
"Chryseobacterium","220707_11","Altos de Campana",0.0135114268066708,TRUE
"Chryseobacterium","220707_12","Altos de Campana",0,FALSE
"Chryseobacterium","220707_13","Altos de Campana",0,FALSE
"Chryseobacterium","220707_14","Altos de Campana",0,FALSE
"Chryseobacterium","220707_15","Altos de Campana",0,FALSE
"Chryseobacterium","220707_16","Altos de Campana",0.0078740157480315,TRUE
"Chryseobacterium","220707_17","Altos de Campana",0.0162617897976033,TRUE
"Chryseobacterium","220707_18","Altos de Campana",0.0106509505973408,TRUE
"Chryseobacterium","220707_19","Altos de Campana",0,FALSE
"Chryseobacterium","220707_20","Altos de Campana",0,FALSE
"Chryseobacterium","220708_01","Soberanía",0.179805387110422,TRUE
"Chryseobacterium","220708_02","Soberanía",0,FALSE
"Chryseobacterium","220708_03","Soberanía",0,FALSE
"Chryseobacterium","220708_04","Soberanía",0,FALSE
"Chryseobacterium","220708_05","Soberanía",0,FALSE
"Chryseobacterium","220708_06","Soberanía",0.0387692524583231,TRUE
"Chryseobacterium","220708_07","Soberanía",0,FALSE
"Chryseobacterium","220708_08","Soberanía",0.102961255231999,TRUE
"Chryseobacterium","220708_09","Soberanía",0.0364076091903208,TRUE
"Chryseobacterium","220708_10","Soberanía",19.0214582936713,TRUE
"Chryseobacterium","250607_01","Lost Iguana",0.170180580504869,TRUE
"Chryseobacterium","250607_02","Lost Iguana",0.563632203989102,TRUE
"Chryseobacterium","250607_03","Lost Iguana",0,FALSE
"Chryseobacterium","250607_04","Lost Iguana",0.0220507166482911,TRUE
"Chryseobacterium","250607_05","Lost Iguana",0,FALSE
"Chryseobacterium","250607_07","Lost Iguana",0,FALSE
"Chryseobacterium","250607_08","Lost Iguana",0.071458920777164,TRUE
"Chryseobacterium","250607_09","Lost Iguana",0,FALSE
"Chryseobacterium","250607_10","Lost Iguana",0.170371909412009,TRUE
"Unclassified_Bacillaceae","220604_01","Veragua",0.854700854700855,TRUE
"Unclassified_Bacillaceae","220604_02","Veragua",2.13696575856036,TRUE
"Unclassified_Bacillaceae","220604_03","Veragua",0,FALSE
"Unclassified_Bacillaceae","220604_04","Veragua",0.672398917021213,TRUE
"Unclassified_Bacillaceae","220604_05","Veragua",1.33327286744365,TRUE
"Unclassified_Bacillaceae","220604_06","Veragua",0.954830833623997,TRUE
"Unclassified_Bacillaceae","220604_07","Veragua",0.238185255198488,TRUE
"Unclassified_Bacillaceae","220606_02","Veragua",0.751048761784474,TRUE
"Unclassified_Bacillaceae","220606_04","Veragua",1.2993762993763,TRUE
"Unclassified_Bacillaceae","220607_01","Veragua",0.0717932354818124,TRUE
"Unclassified_Bacillaceae","220607_02","Veragua",0.597791366249886,TRUE
"Unclassified_Bacillaceae","220607_03","Veragua",0.093241983216443,TRUE
"Unclassified_Bacillaceae","220607_04","Veragua",0.332574381539564,TRUE
"Unclassified_Bacillaceae","220609_01","Veragua",2.96593501691448,TRUE
"Unclassified_Bacillaceae","220609_02","Veragua",0.190911001611359,TRUE
"Unclassified_Bacillaceae","220609_03","Veragua",0.782906218878492,TRUE
"Unclassified_Bacillaceae","220609_04","Veragua",0.255247590162458,TRUE
"Unclassified_Bacillaceae","220609_07","Veragua",0.0949804053029396,TRUE
"Unclassified_Bacillaceae","220707_11","Altos de Campana",0.181439159975293,TRUE
"Unclassified_Bacillaceae","220707_12","Altos de Campana",0.0650714306841374,TRUE
"Unclassified_Bacillaceae","220707_13","Altos de Campana",0.0542917639394104,TRUE
"Unclassified_Bacillaceae","220707_14","Altos de Campana",0.1377210785735,TRUE
"Unclassified_Bacillaceae","220707_15","Altos de Campana",0,FALSE
"Unclassified_Bacillaceae","220707_16","Altos de Campana",0.0708661417322835,TRUE
"Unclassified_Bacillaceae","220707_17","Altos de Campana",0.0337744865027145,TRUE
"Unclassified_Bacillaceae","220707_18","Altos de Campana",0.0301776933591323,TRUE
"Unclassified_Bacillaceae","220707_19","Altos de Campana",0,FALSE
"Unclassified_Bacillaceae","220707_20","Altos de Campana",0,FALSE
"Unclassified_Bacillaceae","220708_01","Soberanía",0.278522070229869,TRUE
"Unclassified_Bacillaceae","220708_02","Soberanía",0.155779203476336,TRUE
"Unclassified_Bacillaceae","220708_03","Soberanía",0.148310740663839,TRUE
"Unclassified_Bacillaceae","220708_04","Soberanía",0.376318257726534,TRUE
"Unclassified_Bacillaceae","220708_05","Soberanía",0,FALSE
"Unclassified_Bacillaceae","220708_06","Soberanía",0.357734465865435,TRUE
"Unclassified_Bacillaceae","220708_07","Soberanía",0.0650569713191695,TRUE
"Unclassified_Bacillaceae","220708_08","Soberanía",0.0581954920876514,TRUE
"Unclassified_Bacillaceae","220708_09","Soberanía",0,FALSE
"Unclassified_Bacillaceae","220708_10","Soberanía",0,FALSE
"Unclassified_Bacillaceae","250607_01","Lost Iguana",0.51684472597775,TRUE
"Unclassified_Bacillaceae","250607_02","Lost Iguana",0.205902539464653,TRUE
"Unclassified_Bacillaceae","250607_03","Lost Iguana",0.200795148789205,TRUE
"Unclassified_Bacillaceae","250607_04","Lost Iguana",0,FALSE
"Unclassified_Bacillaceae","250607_05","Lost Iguana",0.17203674004957,TRUE
"Unclassified_Bacillaceae","250607_07","Lost Iguana",0.358926808841564,TRUE
"Unclassified_Bacillaceae","250607_08","Lost Iguana",0.256865850361157,TRUE
"Unclassified_Bacillaceae","250607_09","Lost Iguana",0.313044856554129,TRUE
"Unclassified_Bacillaceae","250607_10","Lost Iguana",0.0457095366715147,TRUE
"Micrococcus","220604_01","Veragua",0,FALSE
"Micrococcus","220604_02","Veragua",0.156210947263184,TRUE
"Micrococcus","220604_03","Veragua",0.0100975131267671,TRUE
"Micrococcus","220604_04","Veragua",0.261819047335694,TRUE
"Micrococcus","220604_05","Veragua",0.573670128338851,TRUE
"Micrococcus","220604_06","Veragua",0.0850191838158354,TRUE
"Micrococcus","220604_07","Veragua",0.0260449485402226,TRUE
"Micrococcus","220606_02","Veragua",0.374396680048717,TRUE
"Micrococcus","220606_04","Veragua",8.4026334026334,TRUE
"Micrococcus","220607_01","Veragua",0,FALSE
"Micrococcus","220607_02","Veragua",0.10495573605914,TRUE
"Micrococcus","220607_03","Veragua",0.0283779948919609,TRUE
"Micrococcus","220607_04","Veragua",1.13842769065466,TRUE
"Micrococcus","220609_01","Veragua",0.271418456455039,TRUE
"Micrococcus","220609_02","Veragua",0.0175147707900329,TRUE
"Micrococcus","220609_03","Veragua",0.282990031257087,TRUE
"Micrococcus","220609_04","Veragua",0,FALSE
"Micrococcus","220609_07","Veragua",0.091388709304089,TRUE
"Micrococcus","220707_11","Altos de Campana",0,FALSE
"Micrococcus","220707_12","Altos de Campana",0,FALSE
"Micrococcus","220707_13","Altos de Campana",0,FALSE
"Micrococcus","220707_14","Altos de Campana",0.0398666280081183,TRUE
"Micrococcus","220707_15","Altos de Campana",0,FALSE
"Micrococcus","220707_16","Altos de Campana",0.0288713910761155,TRUE
"Micrococcus","220707_17","Altos de Campana",0.0262690450576668,TRUE
"Micrococcus","220707_18","Altos de Campana",0.00710063373156054,TRUE
"Micrococcus","220707_19","Altos de Campana",0,FALSE
"Micrococcus","220707_20","Altos de Campana",0,FALSE
"Micrococcus","220708_01","Soberanía",0.0599351290368072,TRUE
"Micrococcus","220708_02","Soberanía",0.0430442535921454,TRUE
"Micrococcus","220708_03","Soberanía",0.053391866638982,TRUE
"Micrococcus","220708_04","Soberanía",0.0560474000869307,TRUE
"Micrococcus","220708_05","Soberanía",0,FALSE
"Micrococcus","220708_06","Soberanía",0,FALSE
"Micrococcus","220708_07","Soberanía",0.0204464767003104,TRUE
"Micrococcus","220708_08","Soberanía",0,FALSE
"Micrococcus","220708_09","Soberanía",0,FALSE
"Micrococcus","220708_10","Soberanía",0,FALSE
"Micrococcus","250607_01","Lost Iguana",0.167029088273297,TRUE
"Micrococcus","250607_02","Lost Iguana",0.0291175308333853,TRUE
"Micrococcus","250607_03","Lost Iguana",0.0421669812457331,TRUE
"Micrococcus","250607_04","Lost Iguana",0,FALSE
"Micrococcus","250607_05","Lost Iguana",0.262428925499344,TRUE
"Micrococcus","250607_07","Lost Iguana",0.333004317091895,TRUE
"Micrococcus","250607_08","Lost Iguana",0.19313221831666,TRUE
"Micrococcus","250607_09","Lost Iguana",0.126802979870027,TRUE
"Micrococcus","250607_10","Lost Iguana",0,FALSE
"Sphingobacterium","220604_01","Veragua",0,FALSE
"Sphingobacterium","220604_02","Veragua",0,FALSE
"Sphingobacterium","220604_03","Veragua",7.16202181062835,TRUE
"Sphingobacterium","220604_04","Veragua",0,FALSE
"Sphingobacterium","220604_05","Veragua",0,FALSE
"Sphingobacterium","220604_06","Veragua",0,FALSE
"Sphingobacterium","220604_07","Veragua",0,FALSE
"Sphingobacterium","220606_02","Veragua",0,FALSE
"Sphingobacterium","220606_04","Veragua",0,FALSE
"Sphingobacterium","220607_01","Veragua",0,FALSE
"Sphingobacterium","220607_02","Veragua",0,FALSE
"Sphingobacterium","220607_03","Veragua",0,FALSE
"Sphingobacterium","220607_04","Veragua",0,FALSE
"Sphingobacterium","220609_01","Veragua",0.413028085909842,TRUE
"Sphingobacterium","220609_02","Veragua",0,FALSE
"Sphingobacterium","220609_03","Veragua",0.124239525917746,TRUE
"Sphingobacterium","220609_04","Veragua",0,FALSE
"Sphingobacterium","220609_07","Veragua",0,FALSE
"Sphingobacterium","220707_11","Altos de Campana",0,FALSE
"Sphingobacterium","220707_12","Altos de Campana",0,FALSE
"Sphingobacterium","220707_13","Altos de Campana",0,FALSE
"Sphingobacterium","220707_14","Altos de Campana",0,FALSE
"Sphingobacterium","220707_15","Altos de Campana",0,FALSE
"Sphingobacterium","220707_16","Altos de Campana",0,FALSE
"Sphingobacterium","220707_17","Altos de Campana",0,FALSE
"Sphingobacterium","220707_18","Altos de Campana",0,FALSE
"Sphingobacterium","220707_19","Altos de Campana",0.0246281154566053,TRUE
"Sphingobacterium","220707_20","Altos de Campana",0,FALSE
"Sphingobacterium","220708_01","Soberanía",0.0669863206881963,TRUE
"Sphingobacterium","220708_02","Soberanía",0,FALSE
"Sphingobacterium","220708_03","Soberanía",0,FALSE
"Sphingobacterium","220708_04","Soberanía",0.0228764898314003,TRUE
"Sphingobacterium","220708_05","Soberanía",0,FALSE
"Sphingobacterium","220708_06","Soberanía",0,FALSE
"Sphingobacterium","220708_07","Soberanía",0,FALSE
"Sphingobacterium","220708_08","Soberanía",0.0268594578866083,TRUE
"Sphingobacterium","220708_09","Soberanía",0,FALSE
"Sphingobacterium","220708_10","Soberanía",0.310043786885692,TRUE
"Sphingobacterium","250607_01","Lost Iguana",0.743752166650909,TRUE
