"Genus","Community","KSM","Prevalence","Detected_samples","Mean_relative_abundance_percent","Is_anti_Bd","Bootstrap_median","Bootstrap_CI_low","Bootstrap_CI_high","Top10_frequency","Top20_frequency","Bootstrap_iterations","KSM_rank","ANCOMBC2_robust_FDR05","ANCOMBC2_q","ALDEx2_q","ALDEx2_FDR05","Method_agreement","Cross_method_support"
"Actinomycetospora","Whole community",0.791016548463357,0.893617021276596,42,1.45284028018109,FALSE,0.818754925137904,0.72167060677699,0.913317572892041,0.956,0.993,1000,1,TRUE,6.78285244945724e-11,1.76708413020742e-05,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_Bacteria","Whole community",0.760756501182033,1,47,11.0584441595143,TRUE,0.805910165484634,0.670043341213554,0.90849487785658,0.907,0.97,1000,2,TRUE,1.61371629462528e-07,0.0235752912533015,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Methylocella","Whole community",0.759416863672183,0.851063829787234,40,0.980463529466492,FALSE,0.776044129235618,0.714365642237983,0.846335697399527,0.943,1,1000,3,TRUE,3.01282960495093e-06,0.00808520356965151,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Mycobacterium","Whole community",0.758234830575256,0.851063829787234,40,0.718852797906064,FALSE,0.78408195429472,0.68941292356186,0.875732860520095,0.91,0.986,1000,4,TRUE,1.95973667659131e-06,0.0102842553184371,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Jatrophihabitans","Whole community",0.70882584712372,0.851063829787234,40,0.863740255215015,FALSE,0.747911741528763,0.666503152088258,0.843829787234042,0.756,0.951,1000,5,TRUE,2.49633173197384e-08,0.00694584603752513,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Conexibacter","Whole community",0.705279747832939,0.765957446808511,36,0.570524262385263,FALSE,0.733018124507486,0.631873522458629,0.838100866824271,0.598,0.853,1000,6,TRUE,1.61371629462528e-07,0.00658473053736294,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Acinetobacter","Whole community",0.692277383766745,1,47,2.93302449793071,TRUE,0.746178092986604,0.628406225374311,0.856753349093775,0.672,0.882,1000,7,TRUE,7.25611482332861e-12,0.000143579280604393,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Acidibacter","Whole community",0.689125295508274,0.574468085106383,27,0.0980268610800017,FALSE,0.707407407407407,0.619539007092199,0.79718085106383,0.416,0.716,1000,8,FALSE,NA,0.00735335871029517,TRUE,"ALDEx2 only","ALDEx2 only"
"Methylobacterium-Methylorubrum","Whole community",0.653585500394011,1,47,1.95470123335793,FALSE,0.710520094562648,0.614558707643814,0.819950748620962,0.412,0.729,1000,9,TRUE,1.61292962733545e-08,0.000856377192669841,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Amnibacterium","Whole community",0.651694247438928,0.74468085106383,35,0.204556633563229,TRUE,0.676674546887313,0.585839243498818,0.794625689519306,0.233,0.498,1000,10,FALSE,NA,0.00636802178556398,TRUE,"ALDEx2 only","ALDEx2 only"
"Unclassified_Micromonosporaceae","Whole community",0.642553191489362,0.595744680851064,28,0.145167794816891,FALSE,0.661465721040189,0.567531520882585,0.755246256895193,0.117,0.392,1000,11,FALSE,NA,0.0101664489444064,TRUE,"ALDEx2 only","ALDEx2 only"
"1174-901-12","Whole community",0.623719464144996,0.936170212765957,44,1.69908660473163,FALSE,0.686209613869188,0.585453112687155,0.793561859732072,0.255,0.552,1000,12,TRUE,1.85795968425809e-10,0.000818566631124549,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_Bacillaceae","Whole community",0.623089046493302,0.872340425531915,41,0.491721264814917,TRUE,0.667021276595745,0.550027580772262,0.793325453112687,0.165,0.437,1000,13,TRUE,1.10361800697654e-05,0.00169363998286754,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_67-14","Whole community",0.622773837667455,0.851063829787234,40,0.444705669759426,FALSE,0.66769109535067,0.549403073286052,0.768985421591805,0.142,0.432,1000,14,TRUE,1.61371629462528e-07,0.0556566924191396,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Unclassified_Micropepsaceae","Whole community",0.620724980299448,0.553191489361702,26,0.0915999726826307,FALSE,0.659968479117415,0.534667060677699,0.759259259259259,0.097,0.371,1000,15,FALSE,NA,0.0046773249013321,TRUE,"ALDEx2 only","ALDEx2 only"
"Staphylococcus","Whole community",0.611820330969267,1,47,2.35549331481144,TRUE,0.657801418439716,0.571613475177305,0.764253349093775,0.09,0.356,1000,16,TRUE,1.84439661239607e-11,0.000677666097448079,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Pseudonocardia","Whole community",0.609141055949567,0.936170212765957,44,1.86592431790408,FALSE,0.652442868400315,0.565939716312057,0.748626871552403,0.072,0.295,1000,17,TRUE,4.8661078296323e-09,0.019775841013667,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"P3OB-42","Whole community",0.608747044917258,0.702127659574468,33,0.104744750299171,FALSE,0.65086682427108,0.551168242710796,0.753272261623326,0.089,0.297,1000,18,TRUE,0.000388466715298891,0.0228323481240771,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_Caulobacteraceae","Whole community",0.608510638297872,0.787234042553192,37,0.412528742572328,TRUE,0.66548463356974,0.577513790386131,0.755421591804571,0.097,0.404,1000,19,TRUE,2.9973029037104e-06,0.0110421838468396,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Brachybacterium","Whole community",0.602836879432624,0.531914893617021,25,0.131624696959877,TRUE,0.633687943262411,0.542864460204886,0.729095744680851,0.051,0.218,1000,20,FALSE,NA,0.00110557598099116,TRUE,"ALDEx2 only","ALDEx2 only"
"Unclassified_Acetobacteraceae","Whole community",0.6026792750197,0.829787234042553,39,0.615760536317411,FALSE,0.667139479905437,0.546958234830575,0.779907407407407,0.164,0.441,1000,21,TRUE,3.66266734585033e-06,0.0487064167541603,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Lawsonella","Whole community",0.599448384554767,0.659574468085106,31,0.108618158156727,FALSE,0.632230102442868,0.492304964539007,0.77038219070134,0.101,0.262,1000,22,FALSE,NA,0.00255113946553478,TRUE,"ALDEx2 only","ALDEx2 only"
"Nesterenkonia","Whole community",0.598502758077226,0.936170212765957,44,2.08013687990618,FALSE,0.653900709219858,0.52024231678487,0.78285657998424,0.113,0.348,1000,23,TRUE,2.9973029037104e-06,0.00129801983670392,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_Planococcaceae","Whole community",0.594483845547675,0.936170212765957,44,0.903656226648562,TRUE,0.648423955870765,0.516355397951143,0.777740346729708,0.079,0.309,1000,24,TRUE,8.53061502801257e-05,0.00179584532900948,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Phaselicystis","Whole community",0.592828999211978,0.553191489361702,26,0.0504795878117941,FALSE,0.631599684791174,0.539942868400315,0.757854609929078,0.051,0.206,1000,25,FALSE,NA,0.00783344311683973,TRUE,"ALDEx2 only","ALDEx2 only"
"Clostridium sensu stricto 10","Whole community",0.591962174940898,0.680851063829787,32,0.12911870288518,FALSE,0.632033096926714,0.487697005516154,0.762273443656422,0.073,0.25,1000,26,TRUE,7.15998042907965e-05,0.00349396043258617,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Enhydrobacter","Whole community",0.589598108747045,0.468085106382979,22,0.0935073295832559,FALSE,0.621867612293144,0.554531126871552,0.712815208825847,0.011,0.099,1000,27,FALSE,NA,0.00109646316630659,TRUE,"ALDEx2 only","ALDEx2 only"
"Acidothermus","Whole community",0.587864460204886,0.574468085106383,27,0.212585786631655,FALSE,0.613081166272656,0.545285657998424,0.697606382978723,0.006,0.07,1000,28,FALSE,NA,0.093451663003826,FALSE,"Neither","KSM only"
"Corynebacterium","Whole community",0.5849487785658,0.978723404255319,46,0.779685919520349,FALSE,0.644208037825059,0.532779747832939,0.755013790386131,0.091,0.292,1000,29,TRUE,1.03747522470364e-06,0.00895531891072678,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_BIrii41","Whole community",0.584869976359338,0.702127659574468,33,0.168517022234871,FALSE,0.637470449172577,0.51039598108747,0.762429078014184,0.094,0.259,1000,30,TRUE,0.0305824738675958,0.00883056854987257,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Aerococcus","Whole community",0.582978723404255,0.404255319148936,19,0.372465835953742,FALSE,0.618282111899133,0.531260835303389,0.721355397951143,0.029,0.136,1000,31,FALSE,NA,0.00160541165839922,TRUE,"ALDEx2 only","ALDEx2 only"
"Clostridium sensu stricto 12","Whole community",0.581245074862096,0.851063829787234,40,0.381266086441138,FALSE,0.653467297084318,0.523051615445232,0.794552797478329,0.126,0.337,1000,32,TRUE,7.24645824593032e-06,0.00310690426920626,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Caldalkalibacillus","Whole community",0.576832151300237,1,47,2.98911710601134,FALSE,0.641292356185973,0.501968085106383,0.77516548463357,0.08,0.275,1000,33,TRUE,1.03747522470364e-06,0.00119735470368269,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Enterococcus","Whole community",0.576280535855004,0.936170212765957,44,0.91742605939715,FALSE,0.636840031520883,0.490386130811663,0.782624113475177,0.092,0.27,1000,34,TRUE,6.80997223787595e-05,0.00158492889753284,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Tumebacillus","Whole community",0.573995271867612,0.723404255319149,34,0.101187605298246,FALSE,0.638534278959811,0.504284869976359,0.769909377462569,0.092,0.271,1000,35,TRUE,5.11145469054982e-06,0.00497863371150285,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Actinoplanes","Whole community",0.570527974783294,0.638297872340426,30,0.389222621086187,FALSE,0.629866036249015,0.54774231678487,0.746822301024429,0.051,0.18,1000,36,TRUE,7.24645824593032e-06,0.0149153494761648,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Brevibacterium","Whole community",0.569503546099291,0.553191489361702,26,0.182036098578269,TRUE,0.602836879432624,0.54128841607565,0.688772655634358,0.004,0.047,1000,37,FALSE,NA,0.00293457692101966,TRUE,"ALDEx2 only","ALDEx2 only"
"Halomonas","Whole community",0.569345941686367,0.851063829787234,40,0.434391864927417,FALSE,0.638219070133964,0.494797084318361,0.776152482269504,0.089,0.252,1000,38,TRUE,7.62462287176427e-06,0.00422611345972871,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_Diplorickettsiaceae","Whole community",0.564381402679275,0.425531914893617,20,0.0202596868405706,FALSE,0.600512214342002,0.462174940898345,0.720567375886525,0.016,0.098,1000,39,FALSE,NA,0.0369960690505623,TRUE,"ALDEx2 only","ALDEx2 only"
"Edaphobacter","Whole community",0.563750985027581,0.468085106382979,22,0.117834710527455,FALSE,0.588179669030733,0.510462962962963,0.683949960598897,0,0.03,1000,40,FALSE,NA,0.0120398595505678,TRUE,"ALDEx2 only","ALDEx2 only"
"Unclassified_Oligoflexaceae","Whole community",0.56327817178881,0.425531914893617,20,0.0141920465407888,FALSE,0.59204097714736,0.457358156028369,0.708219070133964,0.008,0.066,1000,41,FALSE,NA,0.0413348525514428,TRUE,"ALDEx2 only","ALDEx2 only"
"Anoxybacillus","Whole community",0.562017336485422,0.808510638297872,38,0.889906949414476,FALSE,0.62785657998424,0.493662332545311,0.766749408983452,0.042,0.192,1000,42,TRUE,1.76270976427702e-05,0.00271045625643146,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Bryobacter","Whole community",0.559574468085106,0.680851063829787,32,0.318275250618892,FALSE,0.613672182821119,0.523075256107171,0.718445626477542,0.014,0.106,1000,43,TRUE,0.00421753996768367,0.0144808152098823,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Marmoricola","Whole community",0.557052797478329,0.851063829787234,40,0.236272272167123,FALSE,0.634712371946414,0.551991725768321,0.735364460204886,0.05,0.215,1000,44,TRUE,1.1551658031638e-08,0.0129576980759536,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Acidipila-Silvibacterium","Whole community",0.554452324665091,0.425531914893617,20,0.0427920753454472,FALSE,0.58140267927502,0.445275807722616,0.699936958234831,0.007,0.065,1000,45,FALSE,NA,0.0314788187201094,TRUE,"ALDEx2 only","ALDEx2 only"
"LD29","Whole community",0.554294720252167,0.680851063829787,32,0.276931372727571,FALSE,0.601103230890465,0.46378841607565,0.743855397951143,0.034,0.137,1000,46,FALSE,NA,0.061292542559583,FALSE,"Neither","KSM only"
"Devosia","Whole community",0.55397951142632,0.787234042553192,37,0.213294428284508,FALSE,0.600551615445233,0.449009062253743,0.745234436564224,0.043,0.146,1000,47,FALSE,7.97032307262434e-05,0.226031660780643,FALSE,"Neither","KSM only"
"Haliangium","Whole community",0.552167060677699,0.787234042553192,37,0.368779740373355,FALSE,0.620055161544523,0.509978329393223,0.740208825847124,0.043,0.175,1000,48,TRUE,0.00144900620751464,0.0232146118063786,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Candidatus Branchiomonas","Whole community",0.551694247438928,0.404255319148936,19,0.400540559262628,FALSE,0.57962962962963,0.439588258471237,0.705204885736801,0.017,0.084,1000,49,FALSE,NA,0.00947158704820665,TRUE,"ALDEx2 only","ALDEx2 only"
"Kineosporia","Whole community",0.549802994483846,0.680851063829787,32,0.116361874931424,FALSE,0.607171000788022,0.461822301024429,0.745159574468085,0.054,0.177,1000,50,FALSE,0.127044183369307,0.0375037313634568,TRUE,"ALDEx2 only","ALDEx2 only"
"Unclassified_Pirellulaceae","Whole community",0.549408983451537,0.638297872340426,30,0.0249171446304828,FALSE,0.618479117415288,0.511946414499606,0.713159968479117,0.014,0.105,1000,51,FALSE,0.213296618103469,0.0568862624746763,FALSE,"Neither","KSM only"
"Unclassified_D05-2","Whole community",0.548069345941686,0.361702127659574,17,0.0307190696952032,FALSE,0.554531126871552,0.399605988967691,0.685713159968479,0.003,0.028,1000,52,FALSE,NA,0.0510832389812867,FALSE,"Neither","KSM only"
"Bradyrhizobium","Whole community",0.547438928289992,0.638297872340426,30,0.22652199483091,FALSE,0.604964539007092,0.514328211189913,0.716891252955083,0.018,0.091,1000,53,TRUE,0.0431507591556685,0.00503520188719571,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Unclassified_Caloramatoraceae","Whole community",0.541292356185973,0.765957446808511,36,0.248433402339769,FALSE,0.596335697399527,0.452472419227738,0.727157210401891,0.008,0.081,1000,54,TRUE,7.24645824593032e-06,0.00722837217981378,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Loriellopsis LF-B5","Whole community",0.536879432624114,0.595744680851064,28,0.59748705927883,FALSE,0.583727344365642,0.467484239558708,0.719881796690307,0.023,0.076,1000,55,TRUE,0.0204419737865303,0.0141614741154379,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Kocuria","Whole community",0.536170212765958,0.574468085106383,27,0.277502372938611,FALSE,0.579590228526399,0.433727344365642,0.72352048857368,0.018,0.098,1000,56,FALSE,NA,0.0137046587215021,TRUE,"ALDEx2 only","ALDEx2 only"
"Candidatus Alysiosphaera","Whole community",0.535776201733648,0.74468085106383,35,0.125394522257321,FALSE,0.579432624113475,0.480851063829787,0.696006698187549,0.006,0.045,1000,57,TRUE,0.00203653833704115,0.156379673395646,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Unclassified_Gemmataceae","Whole community",0.532466509062254,0.74468085106383,35,0.143209232359164,FALSE,0.58451536643026,0.45034475965327,0.698841607565012,0.01,0.059,1000,58,FALSE,0.000146336818703254,0.569805448501896,FALSE,"Neither","KSM only"
"Unclassified_Polyangiaceae","Whole community",0.53230890464933,0.48936170212766,23,0.0815518441886032,FALSE,0.584436564223798,0.446371158392435,0.712389676910953,0.015,0.066,1000,59,FALSE,NA,0.013467730360124,TRUE,"ALDEx2 only","ALDEx2 only"
"FFCH7168","Whole community",0.53183609141056,0.595744680851064,28,0.0701331433682991,FALSE,0.569424743892829,0.462637903861308,0.673526398739165,0.001,0.025,1000,60,FALSE,NA,0.160493269078864,FALSE,"Neither","KSM only"
"Byssovorax","Whole community",0.531599684791174,0.531914893617021,25,0.257571132820994,FALSE,0.566312056737589,0.443879038613081,0.692750197005516,0.007,0.038,1000,61,TRUE,0.00355319565599569,0.0765498270964968,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Unclassified_Alcaligenaceae","Whole community",0.527817178881009,0.595744680851064,28,0.803571718627008,TRUE,0.601024428684003,0.46878841607565,0.725065011820331,0.028,0.103,1000,62,TRUE,0.0013427364327417,0.00178066772555351,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"RB41","Whole community",0.526635145784082,0.51063829787234,24,0.087377502305173,FALSE,0.567021276595745,0.436842001576044,0.701467691095351,0.007,0.038,1000,63,FALSE,NA,0.0957110833851815,FALSE,"Neither","KSM only"
"Parafilimonas","Whole community",0.52608353033885,0.595744680851064,28,0.203424118928314,FALSE,0.588416075650118,0.449087864460205,0.730106382978723,0.022,0.074,1000,64,FALSE,0.147448836748017,0.0156359216820829,TRUE,"ALDEx2 only","ALDEx2 only"
"Rhodanobacter","Whole community",0.521118991331757,0.319148936170213,15,0.0309113762907138,FALSE,0.547517730496454,0.485815602836879,0.641843971631206,0,0.001,1000,65,FALSE,NA,0.00280017337258606,TRUE,"ALDEx2 only","ALDEx2 only"
"Candidatus Udaeobacter","Whole community",0.519700551615445,0.595744680851064,28,0.141383394577528,FALSE,0.603664302600473,0.512037037037037,0.708475177304964,0.012,0.074,1000,66,TRUE,0.00299462074069807,0.00765475130043279,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Bacillus","Whole community",0.518360914105595,0.702127659574468,33,0.158754079760237,TRUE,0.566036249014972,0.454371552403467,0.686932624113475,0.008,0.033,1000,67,TRUE,1.71665925349313e-05,0.00848024339456087,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Aeromicrobium","Whole community",0.518360914105595,0.51063829787234,24,0.116788310918766,FALSE,0.552403467297084,0.429312450748621,0.671558313632782,0.002,0.018,1000,68,FALSE,NA,0.108063725293566,FALSE,"Neither","KSM only"
"Oligoflexus","Whole community",0.514263199369582,0.638297872340426,30,0.0581831305883782,FALSE,0.569621749408983,0.449166666666667,0.71133963750985,0.01,0.043,1000,69,FALSE,0.00298370025559031,0.0817801253562295,FALSE,"Neither","KSM only"
"Acidiphilium","Whole community",0.513475177304965,0.617021276595745,29,0.189256799087796,FALSE,0.561268715524035,0.406223404255319,0.70835500394011,0.011,0.043,1000,70,FALSE,NA,0.068215870037761,FALSE,"Neither","KSM only"
"Cutibacterium","Whole community",0.510953506698188,0.446808510638298,21,0.021316718816005,FALSE,0.539125295508274,0.440604806934594,0.615390070921986,0,0,1000,71,FALSE,NA,0.00334436623113794,TRUE,"ALDEx2 only","ALDEx2 only"
"Psychroglaciecola","Whole community",0.509850275807723,0.787234042553192,37,0.3402671150438,FALSE,0.555476753349094,0.443022064617809,0.674501576044129,0.003,0.026,1000,72,TRUE,0.00438133203081116,0.21170234778284,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Tepidiphilus","Whole community",0.508747044917258,0.851063829787234,40,0.565703618567364,FALSE,0.571907013396375,0.43908195429472,0.719485815602837,0,0.036,1000,73,TRUE,0.000118981369304469,0.0165669908359227,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Micrococcus","Whole community",0.508195429472025,0.659574468085106,31,0.283268512884546,TRUE,0.552521670606777,0.429066193853428,0.692143420015761,0.003,0.016,1000,74,TRUE,4.17033202600811e-05,0.00774339855546675,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Aureimonas","Whole community",0.507722616233255,0.893617021276596,42,0.686102108009796,FALSE,0.591568163908589,0.453368794326241,0.713258471237195,0.008,0.075,1000,75,TRUE,0.000427121182630202,0.192324573443719,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Nocardioides","Whole community",0.507013396375098,0.936170212765957,44,0.764334776577878,FALSE,0.583096926713948,0.454814814814815,0.722052797478329,0.02,0.076,1000,76,FALSE,9.73648728795193e-05,0.310819658574048,FALSE,"Neither","KSM only"
"Tianweitania","Whole community",0.505279747832939,0.446808510638298,21,0.0705243453148259,FALSE,0.543065405831363,0.405305358550039,0.678284081954295,0.005,0.024,1000,77,FALSE,NA,0.0884562464450595,FALSE,"Neither","KSM only"
"Unclassified_Sandaracinaceae","Whole community",0.497635933806147,0.553191489361702,26,0.0765982195417839,FALSE,0.557643814026793,0.476357368006304,0.686016548463357,0.006,0.029,1000,78,FALSE,0.18324431896028,0.0463038596784417,TRUE,"ALDEx2 only","ALDEx2 only"
"Rhodopseudomonas","Whole community",0.497478329393223,0.553191489361702,26,0.0918132177158898,FALSE,0.559456264775414,0.422852639873917,0.691099290780142,0.006,0.025,1000,79,TRUE,0.00173680477455115,0.164916444926676,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Gemmata","Whole community",0.496611505122143,0.74468085106383,35,0.114009344613941,FALSE,0.551970055161545,0.406142631993696,0.701459810874705,0.012,0.055,1000,80,FALSE,0.678348171353632,0.148925674167382,FALSE,"Neither","KSM only"
"Unclassified_Mitochondria","Whole community",0.493538219070134,1,47,19.726877240597,FALSE,0.570488573680063,0.428676122931442,0.702781717888101,0.007,0.044,1000,81,TRUE,0.000130979208381817,0.00560813592242848,TRUE,"Both","ANCOM-BC2 + ALDEx2"
"Rhodoplanes","Whole community",0.492750197005516,0.425531914893617,20,0.0485497982364606,FALSE,0.537352245862884,0.409755713159968,0.655488573680063,0.001,0.012,1000,82,FALSE,NA,0.0367792964822106,TRUE,"ALDEx2 only","ALDEx2 only"
"Iamia","Whole community",0.492513790386131,0.51063829787234,24,0.0383327276840788,FALSE,0.533648542159181,0.401940504334121,0.662825059101655,0.001,0.007,1000,83,TRUE,8.33753338717581e-05,0.15795603867222,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Unclassified_Rhizobiaceae","Whole community",0.49070133963751,0.851063829787234,40,0.374771602406991,TRUE,0.54113475177305,0.410238376674547,0.676629235618597,0.006,0.019,1000,84,FALSE,0.00505392334894191,0.282397636126769,FALSE,"Neither","KSM only"
"Unclassified_Beijerinckiaceae","Whole community",0.489755713159968,0.851063829787234,40,0.580072545835094,FALSE,0.542789598108747,0.421715918045705,0.65281914893617,0,0.005,1000,85,FALSE,0.000368034460366485,0.376469258089481,FALSE,"Neither","KSM only"
"Scytonema VB-61278","Whole community",0.48581560283688,0.595744680851064,28,0.256371997014069,FALSE,0.531993695823483,0.451769109535067,0.633577620173365,0.001,0.004,1000,86,FALSE,NA,0.244418689855322,FALSE,"Neither","KSM only"
"Acuticoccus","Whole community",0.484239558707644,0.340425531914894,16,0.0342210938437409,FALSE,0.524271079590229,0.410817572892041,0.641847911741529,0,0.008,1000,87,FALSE,NA,0.0132363111567367,TRUE,"ALDEx2 only","ALDEx2 only"
"Aridibacter","Whole community",0.482190701339637,0.553191489361702,26,0.189756894786533,FALSE,0.526871552403467,0.362645784081954,0.691930654058314,0.004,0.016,1000,88,FALSE,0.877185184911053,0.0801973448112997,FALSE,"Neither","KSM only"
"Mesorhizobium","Whole community",0.478171788810087,0.531914893617021,25,0.066794528167462,FALSE,0.526241134751773,0.36241134751773,0.658707643814027,0,0.011,1000,89,FALSE,NA,0.270327457741,FALSE,"Neither","KSM only"
"Sphingomonas","Whole community",0.47391646966115,1,47,2.10240756983528,FALSE,0.536446020488574,0.40289598108747,0.668120567375887,0,0.007,1000,90,FALSE,0.0232273077005065,0.0620541672765159,FALSE,"Neither","KSM only"
"Cellvibrio","Whole community",0.471631205673759,0.425531914893617,20,0.0599018290345153,FALSE,0.51414499605989,0.351585894405043,0.664976359338062,0.004,0.016,1000,91,FALSE,NA,0.0576211058116928,FALSE,"Neither","KSM only"
"Labrys","Whole community",0.471079590228526,0.574468085106383,27,0.0685866848102318,FALSE,0.513435776201734,0.431503152088258,0.599615839243499,0,0,1000,92,TRUE,0.01338001245688,0.368932955367079,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Bdellovibrio","Whole community",0.470764381402679,0.723404255319149,34,0.0576618317497046,FALSE,0.53849487785658,0.420397951142632,0.695131993695823,0.011,0.03,1000,93,FALSE,0.386250706114512,0.190657270535544,FALSE,"Neither","KSM only"
"Unclassified_Nocardioidaceae","Whole community",0.46769109535067,0.446808510638298,21,0.0454659775076517,FALSE,0.502364066193853,0.385340819542947,0.616355397951143,0,0,1000,94,FALSE,NA,0.166435231666729,FALSE,"Neither","KSM only"
"Candidatus Solibacter","Whole community",0.46769109535067,0.425531914893617,20,0.0776336380010493,FALSE,0.50354609929078,0.44822695035461,0.57591804570528,0,0,1000,95,FALSE,NA,0.0445179484364196,TRUE,"ALDEx2 only","ALDEx2 only"
"Chthoniobacter","Whole community",0.46548463356974,0.680851063829787,32,0.128035495083563,FALSE,0.555516154452325,0.435910165484634,0.685090622537431,0.005,0.024,1000,96,TRUE,0.0363806407828346,0.0665435218966109,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
