"Community","Genus","Site_1","Site_2","KS_distance"
"Whole community","Klebsiella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Bacteria","Lost Iguana","Veragua",0.666666666666667
"Whole community","Caldalkalibacillus","Lost Iguana","Veragua",0.555555555555556
"Whole community","Actinomycetospora","Lost Iguana","Veragua",1
"Whole community","Staphylococcus","Lost Iguana","Veragua",0.5
"Whole community","Nesterenkonia","Lost Iguana","Veragua",0.611111111111111
"Whole community","Acinetobacter","Lost Iguana","Veragua",0.555555555555556
"Whole community","Pseudonocardia","Lost Iguana","Veragua",0.611111111111111
"Whole community","Devriesea","Lost Iguana","Veragua",0.166666666666667
"Whole community","Methylocella","Lost Iguana","Veragua",0.666666666666667
"Whole community","Unclassified_Alcaligenaceae","Lost Iguana","Veragua",0.666666666666667
"Whole community","Unclassified_Planococcaceae","Lost Iguana","Veragua",0.555555555555556
"Whole community","Anoxybacillus","Lost Iguana","Veragua",0.555555555555556
"Whole community","Unclassified_Mitochondria","Lost Iguana","Veragua",0.777777777777778
"Whole community","Enterococcus","Lost Iguana","Veragua",0.666666666666667
"Whole community","Methylobacterium-Methylorubrum","Lost Iguana","Veragua",1
"Whole community","Tepidiphilus","Lost Iguana","Veragua",0.5
"Whole community","Pseudomonas","Lost Iguana","Veragua",0.555555555555556
"Whole community","Bacteroides","Lost Iguana","Veragua",0.111111111111111
"Whole community","Streptococcus","Lost Iguana","Veragua",0.444444444444444
"Whole community","Aerococcus","Lost Iguana","Veragua",1
"Whole community","Candidatus Branchiomonas","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_Bacillaceae","Lost Iguana","Veragua",0.555555555555556
"Whole community","Clostridium sensu stricto 12","Lost Iguana","Veragua",0.555555555555556
"Whole community","Knoellia","Lost Iguana","Veragua",0.277777777777778
"Whole community","Chryseobacterium","Lost Iguana","Veragua",0.111111111111111
"Whole community","Corynebacterium","Lost Iguana","Veragua",0.888888888888889
"Whole community","Stenotrophomonas","Lost Iguana","Veragua",0.666666666666667
"Whole community","Sphingobacterium","Lost Iguana","Veragua",0.333333333333333
"Whole community","1174-901-12","Lost Iguana","Veragua",0.888888888888889
"Whole community","Sphingomonas","Lost Iguana","Veragua",0.5
"Whole community","Unclassified_Enterobacteriaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Jatrophihabitans","Lost Iguana","Veragua",0.833333333333333
"Whole community","Unclassified_Caloramatoraceae","Lost Iguana","Veragua",0.5
"Whole community","Byssovorax","Lost Iguana","Veragua",0.222222222222222
"Whole community","Aureimonas","Lost Iguana","Veragua",0.611111111111111
"Whole community","Nakamurella","Lost Iguana","Veragua",0.388888888888889
"Whole community","Amnibacterium","Lost Iguana","Veragua",0.777777777777778
"Whole community","Lawsonella","Lost Iguana","Veragua",0.611111111111111
"Whole community","Bradyrhizobium","Lost Iguana","Veragua",0.277777777777778
"Whole community","Mycoplasma","Lost Iguana","Veragua",0.333333333333333
"Whole community","Halomonas","Lost Iguana","Veragua",0.5
"Whole community","Curtobacterium","Lost Iguana","Veragua",0.611111111111111
"Whole community","Unclassified_Beijerinckiaceae","Lost Iguana","Veragua",0.444444444444444
"Whole community","Mycobacterium","Lost Iguana","Veragua",0.611111111111111
"Whole community","Lapillicoccus","Lost Iguana","Veragua",0.555555555555556
"Whole community","Unclassified_Rhizobiaceae","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_67-14","Lost Iguana","Veragua",0.555555555555556
"Whole community","Haliangium","Lost Iguana","Veragua",0.5
"Whole community","Kocuria","Lost Iguana","Veragua",0.444444444444444
"Whole community","Nostoc PCC-7107","Lost Iguana","Veragua",0.333333333333333
"Whole community","Micrococcus","Lost Iguana","Veragua",0.222222222222222
"Whole community","LD29","Lost Iguana","Veragua",0.5
"Whole community","Unclassified_Caulobacteraceae","Lost Iguana","Veragua",0.611111111111111
"Whole community","Nocardioides","Lost Iguana","Veragua",0.555555555555556
"Whole community","Clostridium sensu stricto 10","Lost Iguana","Veragua",0.5
"Whole community","Terriglobus","Lost Iguana","Veragua",0.388888888888889
"Whole community","Conexibacter","Lost Iguana","Veragua",0.611111111111111
"Whole community","Loriellopsis LF-B5","Lost Iguana","Veragua",0.388888888888889
"Whole community","Streptomyces","Lost Iguana","Veragua",0.277777777777778
"Whole community","Parafilimonas","Lost Iguana","Veragua",0.277777777777778
"Whole community","Aridibacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Devosia","Lost Iguana","Veragua",0.444444444444444
"Whole community","Bacillus","Lost Iguana","Veragua",0.277777777777778
"Whole community","Quadrisphaera","Lost Iguana","Veragua",0.388888888888889
"Whole community","Brachybacterium","Lost Iguana","Veragua",0.777777777777778
"Whole community","Actinoplanes","Lost Iguana","Veragua",0.5
"Whole community","Flavobacterium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Rothia","Lost Iguana","Veragua",0.222222222222222
"Whole community","Tumebacillus","Lost Iguana","Veragua",0.611111111111111
"Whole community","Rubrobacter","Lost Iguana","Veragua",0.611111111111111
"Whole community","Haemophilus","Lost Iguana","Veragua",0.111111111111111
"Whole community","Brevibacterium","Lost Iguana","Veragua",0.5
"Whole community","Psychroglaciecola","Lost Iguana","Veragua",0.5
"Whole community","Unclassified_Kineosporiaceae","Lost Iguana","Veragua",0.333333333333333
"Whole community","Candidatus Udaeobacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Candidatus Megaira","Lost Iguana","Veragua",0.111111111111111
"Whole community","Actinomyces","Lost Iguana","Veragua",0.222222222222222
"Whole community","Blastocatella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Niabella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Neorhizobium","Lost Iguana","Veragua",0.333333333333333
"Whole community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Lost Iguana","Veragua",0.277777777777778
"Whole community","Tianweitania","Lost Iguana","Veragua",0.166666666666667
"Whole community","Hephaestia","Lost Iguana","Veragua",0.277777777777778
"Whole community","Kineococcus","Lost Iguana","Veragua",0.444444444444444
"Whole community","Qipengyuania","Lost Iguana","Veragua",0.222222222222222
"Whole community","IheB3-7","Lost Iguana","Veragua",0.444444444444444
"Whole community","Gemella","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Unclassified_Sphingomonadaceae","Lost Iguana","Veragua",0.388888888888889
"Whole community","Mucilaginibacter","Lost Iguana","Veragua",0.277777777777778
"Whole community","Unclassified_Microbacteriaceae","Lost Iguana","Veragua",0.666666666666667
"Whole community","FFCH7168","Lost Iguana","Veragua",0.444444444444444
"Whole community","Enhydrobacter","Lost Iguana","Veragua",0.388888888888889
"Whole community","Sphingobium","Lost Iguana","Veragua",0.5
"Whole community","Luteibacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Klenkia","Lost Iguana","Veragua",0.388888888888889
"Whole community","Edaphobacter","Lost Iguana","Veragua",0.333333333333333
"Whole community","Sphingoaurantiacus","Lost Iguana","Veragua",0.333333333333333
"Whole community","Methylopila","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Chitinophagaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Peptoniphilus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Kribbella","Lost Iguana","Veragua",0.333333333333333
"Whole community","Marmoricola","Lost Iguana","Veragua",0.888888888888889
"Whole community","Achromobacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Simkaniaceae","Lost Iguana","Veragua",0.333333333333333
"Whole community","Cytophaga","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Acetobacteraceae","Lost Iguana","Veragua",0.666666666666667
"Whole community","Bosea","Lost Iguana","Veragua",0.111111111111111
"Whole community","Rhizorhapis","Lost Iguana","Veragua",0.222222222222222
"Whole community","Sediminibacterium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Micromonospora","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Micropepsaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Nocardioidaceae","Lost Iguana","Veragua",0.388888888888889
"Whole community","Cellulomonas","Lost Iguana","Veragua",0.111111111111111
"Whole community","Rhodococcus","Lost Iguana","Veragua",0.333333333333333
"Whole community","Scytonema VB-61278","Lost Iguana","Veragua",0.333333333333333
"Whole community","Kineosporia","Lost Iguana","Veragua",0.611111111111111
"Whole community","Granulicella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Xanthobacteraceae","Lost Iguana","Veragua",0.5
"Whole community","Flexivirga","Lost Iguana","Veragua",0.277777777777778
"Whole community","Truepera","Lost Iguana","Veragua",0.277777777777778
"Whole community","Solirubrobacter","Lost Iguana","Veragua",0.5
"Whole community","Aetokthonos AEL04","Lost Iguana","Veragua",0.222222222222222
"Whole community","Anaerococcus","Lost Iguana","Veragua",0.333333333333333
"Whole community","Labrys","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_BIrii41","Lost Iguana","Veragua",0.333333333333333
"Whole community","Thermoanaerobacterium","Lost Iguana","Veragua",0.444444444444444
"Whole community","Unclassified_Comamonadaceae","Lost Iguana","Veragua",0.333333333333333
"Whole community","Brevundimonas","Lost Iguana","Veragua",0.444444444444444
"Whole community","Finegoldia","Lost Iguana","Veragua",0.333333333333333
"Whole community","Acidiphilium","Lost Iguana","Veragua",0.555555555555556
"Whole community","Paracoccus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Acidibacter","Lost Iguana","Veragua",0.555555555555556
"Whole community","Dactylosporangium","Lost Iguana","Veragua",0.166666666666667
"Whole community","Burkholderia-Caballeronia-Paraburkholderia","Lost Iguana","Veragua",0.444444444444444
"Whole community","Pseudorhizobium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Novosphingobium","Lost Iguana","Veragua",0.333333333333333
"Whole community","Bryobacter","Lost Iguana","Veragua",0.333333333333333
"Whole community","Pedobacter","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Lachnospiraceae","Lost Iguana","Veragua",0.277777777777778
"Whole community","Candidatus Solibacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Rhodopseudomonas","Lost Iguana","Veragua",0.166666666666667
"Whole community","MN 122.2a","Lost Iguana","Veragua",0.277777777777778
"Whole community","Unclassified_Solimonadaceae","Lost Iguana","Veragua",0.277777777777778
"Whole community","Duganella","Lost Iguana","Veragua",0.277777777777778
"Whole community","Xylophilus","Lost Iguana","Veragua",0.166666666666667
"Whole community","Ellin6055","Lost Iguana","Veragua",0.166666666666667
"Whole community","Spirosoma","Lost Iguana","Veragua",0.277777777777778
"Whole community","Unclassified_Chthoniobacteraceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Acuticoccus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Aurantisolimonas","Lost Iguana","Veragua",0.222222222222222
"Whole community","Cellvibrio","Lost Iguana","Veragua",0.611111111111111
"Whole community","Cutibacterium","Lost Iguana","Veragua",0.555555555555556
"Whole community","Acidothermus","Lost Iguana","Veragua",0.5
"Whole community","Legionella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Schumannella","Lost Iguana","Veragua",0.277777777777778
"Whole community","Asticcacaulis","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Micromonosporaceae","Lost Iguana","Veragua",0.333333333333333
"Whole community","Pseudactinotalea","Lost Iguana","Veragua",0.222222222222222
"Whole community","Paenibacillus","Lost Iguana","Veragua",0.388888888888889
"Whole community","Flavisolibacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Abiotrophia","Lost Iguana","Veragua",0.166666666666667
"Whole community","Candidatus Alysiosphaera","Lost Iguana","Veragua",0.611111111111111
"Whole community","Pedococcus-Phycicoccus","Lost Iguana","Veragua",0.388888888888889
"Whole community","Brucella","Lost Iguana","Veragua",0.166666666666667
"Whole community","Angustibacter","Lost Iguana","Veragua",0.5
"Whole community","Fimbriiglobus","Lost Iguana","Veragua",0.388888888888889
"Whole community","Acidicaldus","Lost Iguana","Veragua",0.333333333333333
"Whole community","Unclassified_Polyangiaceae","Lost Iguana","Veragua",0.444444444444444
"Whole community","Piscinibacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Aeromicrobium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_JG30-KF-CM45","Lost Iguana","Veragua",0.5
"Whole community","Bryocella","Lost Iguana","Veragua",0.277777777777778
"Whole community","Rubellimicrobium","Lost Iguana","Veragua",0.5
"Whole community","Gemmata","Lost Iguana","Veragua",0.333333333333333
"Whole community","Luteolibacter","Lost Iguana","Veragua",0.111111111111111
"Whole community","Phenylobacterium","Lost Iguana","Veragua",0.333333333333333
"Whole community","Prevotella_7","Lost Iguana","Veragua",0.666666666666667
"Whole community","Calditerricola","Lost Iguana","Veragua",0.5
"Whole community","alphaI cluster","Lost Iguana","Veragua",0.222222222222222
"Whole community","Ohtaekwangia","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_Fimbriimonadaceae","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_Neisseriaceae","Lost Iguana","Veragua",0.555555555555556
"Whole community","P3OB-42","Lost Iguana","Veragua",0.333333333333333
"Whole community","Williamsia","Lost Iguana","Veragua",0.444444444444444
"Whole community","Pseudochrobactrum","Lost Iguana","Veragua",0.111111111111111
"Whole community","Caulobacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Thermobrachium","Lost Iguana","Veragua",0.444444444444444
"Whole community","Patulibacter","Lost Iguana","Veragua",0.277777777777778
"Whole community","RB41","Lost Iguana","Veragua",0.222222222222222
"Whole community","Azospirillum","Lost Iguana","Veragua",0.666666666666667
"Whole community","Acidisphaera","Lost Iguana","Veragua",0.111111111111111
"Whole community","Chthoniobacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Staphylococcaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Amaricoccus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Sandaracinaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Edaphobaculum","Lost Iguana","Veragua",0.5
"Whole community","Unclassified_Roseiflexaceae","Lost Iguana","Veragua",0.444444444444444
"Whole community","CL500-29 marine group","Lost Iguana","Veragua",0.222222222222222
"Whole community","Mesorhizobium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Acidipila-Silvibacterium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Methylocystis","Lost Iguana","Veragua",0.277777777777778
"Whole community","Unclassified_Ktedonobacteraceae","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_AKIW781","Lost Iguana","Veragua",0.277777777777778
"Whole community","Oligoflexus","Lost Iguana","Veragua",0.166666666666667
"Whole community","Deinococcus","Lost Iguana","Veragua",0.388888888888889
"Whole community","Shinella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Abditibacterium","Lost Iguana","Veragua",0.333333333333333
"Whole community","Roseomonas","Lost Iguana","Veragua",0.222222222222222
"Whole community","Pseudolabrys","Lost Iguana","Veragua",0.111111111111111
"Whole community","Pseudoxanthomonas","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Chroococcidiopsaceae","Lost Iguana","Veragua",0.333333333333333
"Whole community","Unclassified_Rhizobiales Incertae Sedis","Lost Iguana","Veragua",0.333333333333333
"Whole community","Dyadobacter","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Unclassified_Nostocaceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Sphingobacteriaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Rhodanobacter","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Variibacter","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Microscillaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Rhodopila","Lost Iguana","Veragua",0.388888888888889
"Whole community","Microvirga","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_Solirubrobacteraceae","Lost Iguana","Veragua",0.5
"Whole community","Acidisoma","Lost Iguana","Veragua",0.222222222222222
"Whole community","Roseiarcus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Alicyclobacillus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Rhodobacteraceae","Lost Iguana","Veragua",0.277777777777778
"Whole community","Gordonia","Lost Iguana","Veragua",0.111111111111111
"Whole community","Phaselicystis","Lost Iguana","Veragua",0.5
"Whole community","Unclassified_Rhodanobacteraceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Isosphaeraceae","Lost Iguana","Veragua",0.388888888888889
"Whole community","Thermomonas","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Acidobacteriaceae (Subgroup 1)","Lost Iguana","Veragua",0.333333333333333
"Whole community","Hirschia","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Ilumatobacteraceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Chryseolinea","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Pajaroellobacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Pseudaminobacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Devosiaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Veillonella","Lost Iguana","Veragua",0.111111111111111
"Whole community","Desulfotomaculum","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Micrococcaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Subgroup 10","Lost Iguana","Veragua",0.222222222222222
"Whole community","Pseudorhodoplanes","Lost Iguana","Veragua",0.222222222222222
"Whole community","Hymenobacter","Lost Iguana","Veragua",0.444444444444444
"Whole community","JCM 18997","Lost Iguana","Veragua",0.388888888888889
"Whole community","Unclassified_Obscuribacteraceae","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Chitinophaga","Lost Iguana","Veragua",0.277777777777778
"Whole community","Rhodoplanes","Lost Iguana","Veragua",0.333333333333333
"Whole community","Unclassified_Gemmatimonadaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Flavitalea","Lost Iguana","Veragua",0.111111111111111
"Whole community","Iamia","Lost Iguana","Veragua",0.277777777777778
"Whole community","Parviterribacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Taibaiella","Lost Iguana","Veragua",0.277777777777778
"Whole community","Altererythrobacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_SM2D12","Lost Iguana","Veragua",0.166666666666667
"Whole community","Reyranella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Bdellovibrio","Lost Iguana","Veragua",0.388888888888889
"Whole community","Gaiella","Lost Iguana","Veragua",0.222222222222222
"Whole community","Pedomicrobium","Lost Iguana","Veragua",0.444444444444444
"Whole community","Hyphomicrobium","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Blastocatellaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","OM27 clade","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Gemmataceae","Lost Iguana","Veragua",0.444444444444444
"Whole community","Geobacillus","Lost Iguana","Veragua",0.333333333333333
"Whole community","Luteimonas","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Puia","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Caldilineaceae","Lost Iguana","Veragua",0.333333333333333
"Whole community","Unclassified_Rickettsiaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_env.OPS 17","Lost Iguana","Veragua",0.444444444444444
"Whole community","Unclassified_37-13","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Candidatus Xiphinematobacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Myxococcaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Steroidobacter","Lost Iguana","Veragua",0.277777777777778
"Whole community","Leptolyngbya ANT.L52.2","Lost Iguana","Veragua",0.166666666666667
"Whole community","SH-PL14","Lost Iguana","Veragua",0.166666666666667
"Whole community","Aquisphaera","Lost Iguana","Veragua",0.111111111111111
"Whole community","Tepidisphaera","Lost Iguana","Veragua",0.166666666666667
"Whole community","Ilumatobacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Terrimonas","Lost Iguana","Veragua",0.277777777777778
"Whole community","Peredibacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Asanoa","Lost Iguana","Veragua",0.222222222222222
"Whole community","Nordella","Lost Iguana","Veragua",0.111111111111111
"Whole community","Nevskia","Lost Iguana","Veragua",0.111111111111111
"Whole community","SM1A02","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Methyloligellaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Ferruginibacter","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_WD2101 soil group","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_Sporichthyaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Segetibacter","Lost Iguana","Veragua",0.111111111111111
"Whole community","Gemmatimonas","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Unclassified_TRA3-20","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Spirosomaceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Micavibrionaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_D05-2","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Microtrichaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Lysobacter","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Vicinamibacteraceae","Lost Iguana","Veragua",0.444444444444444
"Whole community","Unclassified_Pedosphaeraceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Amycolatopsis","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_AB1","Lost Iguana","Veragua",0.111111111111111
"Whole community","SWB02","Lost Iguana","Veragua",0.277777777777778
"Whole community","Nannocystis","Lost Iguana","Veragua",0.166666666666667
"Whole community","Opitutus","Lost Iguana","Veragua",0.222222222222222
"Whole community","Pirellula","Lost Iguana","Veragua",0.222222222222222
"Whole community","Anaeromyxobacter","Lost Iguana","Veragua",0.166666666666667
"Whole community","Tundrisphaera","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Parachlamydiaceae","Lost Iguana","Veragua",0.222222222222222
"Whole community","Unclassified_Ardenticatenaceae","Lost Iguana","Veragua",0.277777777777778
"Whole community","Chthonomonas","Lost Iguana","Veragua",0.277777777777778
"Whole community","Unclassified_A4b","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Saprospiraceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Tepidisphaeraceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Coxiella","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Pirellulaceae","Lost Iguana","Veragua",0.166666666666667
"Whole community","Pir4 lineage","Lost Iguana","Veragua",0.166666666666667
"Whole community","JGI 0001001-H03","Lost Iguana","Veragua",0.166666666666667
"Whole community","Aquicella","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Oligoflexaceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Verrucomicrobiaceae","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_AKYH767","Lost Iguana","Veragua",0.166666666666667
"Whole community","Unclassified_NS9 marine group","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_KD3-93","Lost Iguana","Veragua",0.111111111111111
"Whole community","Prosthecobacter","Lost Iguana","Veragua",0.111111111111111
"Whole community","Unclassified_Diplorickettsiaceae","Lost Iguana","Veragua",0.0555555555555556
"Whole community","Unclassified_LWQ8","Lost Iguana","Veragua",0.166666666666667
"Whole community","Candidatus Protochlamydia","Lost Iguana","Veragua",0.222222222222222
"Whole community","Klebsiella","Lost Iguana","Altos de Campana",0.266666666666667
"Whole community","Unclassified_Bacteria","Lost Iguana","Altos de Campana",0.9
"Whole community","Caldalkalibacillus","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Actinomycetospora","Lost Iguana","Altos de Campana",1
"Whole community","Staphylococcus","Lost Iguana","Altos de Campana",1
"Whole community","Nesterenkonia","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Acinetobacter","Lost Iguana","Altos de Campana",0.9
"Whole community","Pseudonocardia","Lost Iguana","Altos de Campana",1
"Whole community","Devriesea","Lost Iguana","Altos de Campana",0.177777777777778
"Whole community","Methylocella","Lost Iguana","Altos de Campana",1
"Whole community","Unclassified_Alcaligenaceae","Lost Iguana","Altos de Campana",0.588888888888889
"Whole community","Unclassified_Planococcaceae","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Anoxybacillus","Lost Iguana","Altos de Campana",0.6
"Whole community","Unclassified_Mitochondria","Lost Iguana","Altos de Campana",0.777777777777778
"Whole community","Enterococcus","Lost Iguana","Altos de Campana",0.577777777777778
"Whole community","Methylobacterium-Methylorubrum","Lost Iguana","Altos de Campana",0.9
"Whole community","Tepidiphilus","Lost Iguana","Altos de Campana",0.677777777777778
"Whole community","Pseudomonas","Lost Iguana","Altos de Campana",0.566666666666667
"Whole community","Bacteroides","Lost Iguana","Altos de Campana",0.2
"Whole community","Streptococcus","Lost Iguana","Altos de Campana",0.2
"Whole community","Aerococcus","Lost Iguana","Altos de Campana",1
"Whole community","Candidatus Branchiomonas","Lost Iguana","Altos de Campana",0.233333333333333
"Whole community","Unclassified_Bacillaceae","Lost Iguana","Altos de Campana",0.666666666666667
"Whole community","Clostridium sensu stricto 12","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Knoellia","Lost Iguana","Altos de Campana",0.588888888888889
"Whole community","Chryseobacterium","Lost Iguana","Altos de Campana",0.466666666666667
"Whole community","Corynebacterium","Lost Iguana","Altos de Campana",0.377777777777778
"Whole community","Stenotrophomonas","Lost Iguana","Altos de Campana",0.588888888888889
"Whole community","Sphingobacterium","Lost Iguana","Altos de Campana",0.666666666666667
"Whole community","1174-901-12","Lost Iguana","Altos de Campana",1
"Whole community","Sphingomonas","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Unclassified_Enterobacteriaceae","Lost Iguana","Altos de Campana",0.111111111111111
"Whole community","Jatrophihabitans","Lost Iguana","Altos de Campana",1
"Whole community","Unclassified_Caloramatoraceae","Lost Iguana","Altos de Campana",0.566666666666667
"Whole community","Byssovorax","Lost Iguana","Altos de Campana",0.9
"Whole community","Aureimonas","Lost Iguana","Altos de Campana",0.888888888888889
"Whole community","Nakamurella","Lost Iguana","Altos de Campana",0.5
"Whole community","Amnibacterium","Lost Iguana","Altos de Campana",1
"Whole community","Lawsonella","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Bradyrhizobium","Lost Iguana","Altos de Campana",0.888888888888889
"Whole community","Mycoplasma","Lost Iguana","Altos de Campana",0.444444444444444
"Whole community","Halomonas","Lost Iguana","Altos de Campana",0.688888888888889
"Whole community","Curtobacterium","Lost Iguana","Altos de Campana",0.2
"Whole community","Unclassified_Beijerinckiaceae","Lost Iguana","Altos de Campana",0.888888888888889
"Whole community","Mycobacterium","Lost Iguana","Altos de Campana",1
"Whole community","Lapillicoccus","Lost Iguana","Altos de Campana",0.3
"Whole community","Unclassified_Rhizobiaceae","Lost Iguana","Altos de Campana",0.388888888888889
"Whole community","Unclassified_67-14","Lost Iguana","Altos de Campana",0.9
"Whole community","Haliangium","Lost Iguana","Altos de Campana",0.488888888888889
"Whole community","Kocuria","Lost Iguana","Altos de Campana",0.677777777777778
"Whole community","Nostoc PCC-7107","Lost Iguana","Altos de Campana",0.388888888888889
"Whole community","Micrococcus","Lost Iguana","Altos de Campana",0.677777777777778
